校系代碼,校系名稱,總錄取人數,招生名額,檢定標準,比序項目,第一輪錄取,第一輪比序,第二輪錄取,第二輪比序
06501,社會工作學系,5,16,"--
--
--
底標
--
--
--","在校學業
學測社會
公社學業
學測國文
國文學業",5,"50%
--
--
--
--",--,
06501,社會工作學系【外加】,0,1,"--
--
--
底標
--
--
--","在校學業
學測社會
公社學業
學測國文
國文學業",0,"--
--
--
--
--",--,
06502,應用心理學系,7,16,"--
--
--
底標
--
--
--","在校學業
公社學業
國文學業",7,"47%
--
--",--,
06502,應用心理學系【外加】,0,1,"--
--
--
底標
--
--
--","在校學業
公社學業
國文學業",0,"--
--
--",--,
06503,法律學系,10,19,"--
--
--
--
--
底標
--","在校學業
公社學業
學測社會
國文學業
學測國文",5,"42%
--
--
--
--",5,"43%
--
--
--
--"
06503,法律學系【外加】,0,1,"--
--
--
--
--
底標
--","在校學業
公社學業
學測社會
國文學業
學測國文",0,"--
--
--
--
--",--,
06504,宗教與文化學系,0,2,"--
--
--
--
--
底標
--","在校學業
學測總級分",0,"--
--",--,
06504,宗教與文化學系【外加】,0,1,"--
--
--
--
--
底標
--","在校學業
學測總級分",0,"--
--",--,
06505,大眾傳播學系,7,12,"--
--
--
--
--
底標
--","在校學業
學測社會
歷史學業
學測國文
國文學業",6,"50%
--
--
--
--",1,"37%
--
--
--
--"
06505,大眾傳播學系【外加】,0,1,"--
--
--
--
--
底標
--","在校學業
學測社會
歷史學業
學測國文
國文學業",0,"--
--
--
--
--",--,
06506,廣播與電視新聞學系,1,8,"--
--
--
--
--
底標
--","在校學業
學測社會
歷史學業
學測國文
國文學業",1,"42%
--
--
--
--",--,
06506,廣播與電視新聞學系【外加】,0,1,"--
--
--
--
--
底標
--","在校學業
學測社會
歷史學業
學測國文
國文學業",0,"--
--
--
--
--",--,
06507,影劇藝術學系,2,4,"--
--
--
--
--
底標
--","在校學業
學測社會
歷史學業
學測國文
國文學業",2,"42%
--
--
--
--",--,
06507,影劇藝術學系【外加】,0,1,"--
--
--
--
--
底標
--","在校學業
學測社會
歷史學業
學測國文
國文學業",0,"--
--
--
--
--",--,
06508,視覺傳達設計學系廣告設計組,3,4,"--
--
--
--
--
底標
--","在校學業
學測社會
歷史學業
學測國文
國文學業",2,"48%
--
--
--
--",1,"42%
--
--
--
--"
06508,視覺傳達設計學系廣告設計組【外加】,0,1,"--
--
--
--
--
底標
--","在校學業
學測社會
歷史學業
學測國文
國文學業",0,"--
--
--
--
--",--,
06509,視覺傳達設計學系數位媒體組,3,6,"--
--
--
--
--
底標
--","在校學業
學測社會
歷史學業
學測國文
國文學業",3,"48%
--
--
--
--",--,
06509,視覺傳達設計學系數位媒體組【外加】,0,1,"--
--
--
--
--
底標
--","在校學業
學測社會
歷史學業
學測國文
國文學業",0,"--
--
--
--
--",--,
06510,藝術與創意設計學系,0,4,"--
--
--
--
--
底標
--","在校學業
學測社會
歷史學業
學測國文
國文學業",0,"--
--
--
--
--",--,
06510,藝術與創意設計學系【外加】,0,1,"--
--
--
--
--
底標
--","在校學業
學測社會
歷史學業
學測國文
國文學業",0,"--
--
--
--
--",--,
06511,時尚設計學系,3,5,"--
--
--
--
--
底標
--","在校學業
國文學業
學測國文
英文學業
學測英文",3,"50%
--
--
--
--",--,
06511,時尚設計學系【外加】,0,1,"--
--
--
--
--
底標
--","在校學業
國文學業
學測國文
英文學業
學測英文",0,"--
--
--
--
--",--,
06512,應用外語學系日語組,1,8,"底標
--
--
--
--
--
--","在校學業
學測社會
公社學業
學測國文
國文學業",0,"--
--
--
--
--",1,"35%
--
--
--
--"
06512,應用外語學系日語組【外加】,0,1,"底標
--
--
--
--
--
--","在校學業
學測社會
公社學業
學測國文
國文學業",0,"--
--
--
--
--",--,
06513,應用外語學系英語組,1,8,"--
底標
--
--
--
--
--","在校學業
學測英文
英文學業
學測國文
國文學業",1,"47%
--
--
--
--",--,
06513,應用外語學系英語組【外加】,0,1,"--
底標
--
--
--
--
--","在校學業
學測英文
英文學業
學測國文
國文學業",0,"--
--
--
--
--",--,
06514,企業管理學系,1,8,"--
--
--
--
--
底標
--","在校學業
學測社會
公社學業
學測國文
國文學業",1,"33%
--
--
--
--",--,
06514,企業管理學系【外加】,0,1,"--
--
--
--
--
底標
--","在校學業
學測社會
公社學業
學測國文
國文學業",0,"--
--
--
--
--",--,
06515,資訊管理學系,1,8,"--
--
--
--
--
底標
--","在校學業
學測數學
國文學業
英文學業
學測總級分",1,"35%
--
--
--
--",--,
06515,資訊管理學系【外加】,0,1,"--
--
--
--
--
底標
--","在校學業
學測數學
國文學業
英文學業
學測總級分",0,"--
--
--
--
--",--,
06516,餐旅管理學系,3,4,"--
--
--
--
--
底標
--","在校學業
學測社會
歷史學業
學測國文
國文學業",3,"49%
--
--
--
--",--,
06516,餐旅管理學系【外加】,0,1,"--
--
--
--
--
底標
--","在校學業
學測社會
歷史學業
學測國文
國文學業",0,"--
--
--
--
--",--,
