校系代碼,校系名稱,總錄取人數,招生名額,檢定標準,比序項目,第一輪錄取,第一輪比序,第二輪錄取,第二輪比序
13401,健康產業管理學系健康產業管理組,6,6,"--
--
--
--
--
底標
--","在校學業
學測總級分",5,"49%
--",1,"20%
--"
13401,健康產業管理學系健康產業管理組【外加】,0,1,"--
--
--
--
--
底標
--","在校學業
學測總級分",0,"--
--",--,
13402,健康產業管理學系醫療機構管理組,6,6,"--
--
--
--
--
底標
--","在校學業
學測總級分",4,"41%
--",2,"32%
--"
13402,健康產業管理學系醫療機構管理組【外加】,0,1,"--
--
--
--
--
底標
--","在校學業
學測總級分",0,"--
--",--,
13403,保健營養生技學系化妝品組,6,6,"--
--
--
--
--
底標
--","在校學業
學測總級分",5,"49%
--",1,"23%
--"
13403,保健營養生技學系化妝品組【外加】,0,1,"--
--
--
--
--
底標
--","在校學業
學測總級分",0,"--
--",--,
13404,生物科技學系產業管理組,3,3,"--
--
--
--
--
底標
--","在校學業
學測總級分",1,"38%
--",2,"42%
--"
13404,生物科技學系產業管理組【外加】,0,1,"--
--
--
--
--
底標
--","在校學業
學測總級分",0,"--
--",--,
13405,心理學系諮商與臨床心理組,8,8,"--
--
--
--
--
底標
--","在校學業
學測總級分",8,"26%
--",--,
13405,心理學系諮商與臨床心理組【外加】,1,1,"--
--
--
--
--
底標
--","在校學業
學測總級分",1,"39%
--",--,
13406,心理學系職場健康與發展組,8,8,"--
--
--
--
--
底標
--","在校學業
學測總級分",8,"49%
--",--,
13406,心理學系職場健康與發展組【外加】,1,1,"--
--
--
--
--
底標
--","在校學業
學測總級分",1,"30%
--",--,
13407,資訊傳播學系媒體傳播組,6,6,"--
--
--
--
--
底標
--","在校學業
學測總級分",3,"47%
--",3,"34%
--"
13407,資訊傳播學系媒體傳播組【外加】,0,1,"--
--
--
--
--
底標
--","在校學業
學測總級分",0,"--
--",--,
13408,資訊傳播學系影視媒體組,7,6,"--
--
--
--
--
底標
--","在校學業
學測總級分",3,"38%
--",4,"39%＊
43"
13408,資訊傳播學系影視媒體組【外加】,0,1,"--
--
--
--
--
底標
--","在校學業
學測總級分",0,"--
--",--,
13409,經營管理學系企業創新管理組,9,9,"--
--
--
--
--
底標
--","在校學業
學測總級分",1,"19%
--",8,"39%
--"
13409,經營管理學系企業創新管理組【外加】,0,1,"--
--
--
--
--
底標
--","在校學業
學測總級分",0,"--
--",--,
13410,經營管理學系行銷管理組,9,9,"--
--
--
--
--
底標
--","在校學業
學測總級分",9,"41%
--",--,
13410,經營管理學系行銷管理組【外加】,0,1,"--
--
--
--
--
底標
--","在校學業
學測總級分",0,"--
--",--,
