校系代碼,校系名稱,總錄取人數,招生名額,檢定標準,比序項目,第一輪錄取,第一輪比序,第二輪錄取,第二輪比序
02601,應用外國語言學系,7,7,"均標
均標
--
--
--
--
--","在校學業
學測英文
學測國文
英文學業
學測總級分",7,"22%
--
--
--
--",--,
02601,應用外國語言學系【外加】,0,3,"均標
均標
--
--
--
--
--","在校學業
學測英文
學測國文
英文學業
學測總級分",0,"--
--
--
--
--",--,
02602,醫學社會暨社會工作學系,2,2,"均標
--
--
均標
--
--
--","在校學業
學測社會
學測總級分
學測國文
學測英文
學測數學",2,"5%
--
--
--
--
--",--,
02602,醫學社會暨社會工作學系【外加】,0,2,"均標
--
--
均標
--
--
--","在校學業
學測社會
學測總級分
學測國文
學測英文
學測數學",0,"--
--
--
--
--
--",--,
02603,醫療產業科技管理學系,5,5,"均標
均標
均標
--
--
--
--","在校學業
學測英文
學測數學
學測國文
英文學業
數學學業
國文學業",2,"30%
--
--
--
--
--
--",3,"26%
--
--
--
--
--
--"
02603,醫療產業科技管理學系【外加】,0,1,"均標
均標
均標
--
--
--
--","在校學業
學測英文
學測數學
學測國文
英文學業
數學學業
國文學業",0,"--
--
--
--
--
--
--",--,
02604,醫學資訊學系,7,7,"--
後標
後標
--
--
--
--","在校學業
學測總級分
學測數學
學測英文
學測國文
學測自然
學測社會",7,"40%
--
--
--
--
--
--",--,
02604,醫學資訊學系【外加】,0,2,"--
後標
後標
--
--
--
--","在校學業
學測總級分
學測數學
學測英文
學測國文
學測自然
學測社會",0,"--
--
--
--
--
--
--",--,
02605,物理治療學系,15,15,"均標
均標
均標
--
--
均標
C級","在校學業
學測總級分
學測英文
學測數學
學測自然
英文學業
生物學業",15,"5%
53
12
--
--
--
--",--,
02605,物理治療學系【外加】,0,2,"均標
均標
均標
--
--
均標
C級","在校學業
學測總級分
學測英文
學測數學
學測自然
英文學業
生物學業",0,"--
--
--
--
--
--
--",--,
02606,職能治療學系,5,5,"均標
均標
--
--
均標
--
--","在校學業
學測總級分
學測自然
學測英文
學測國文",5,"2%
--
--
--
--",--,
02606,職能治療學系【外加】,1,2,"均標
均標
--
--
均標
--
--","在校學業
學測總級分
學測自然
學測英文
學測國文",1,"36%
--
--
--
--",--,
02607,語言治療與聽力學系語言治療組,6,6,"均標
均標
--
--
均標
--
B級","在校學業
學測英文
學測國文
學測總級分
英文學業
國文學業",6,"2%
11
12
--
--
--",--,
02607,語言治療與聽力學系語言治療組【外加】,0,1,"均標
均標
--
--
均標
--
B級","在校學業
學測英文
學測國文
學測總級分
英文學業
國文學業",0,"--
--
--
--
--
--",--,
02608,語言治療與聽力學系聽力組,6,6,"均標
均標
--
--
均標
--
B級","在校學業
學測英文
學測國文
學測總級分
英文學業
國文學業",6,"4%
13
--
--
--
--",--,
02608,語言治療與聽力學系聽力組【外加】,0,1,"均標
均標
--
--
均標
--
B級","在校學業
學測英文
學測國文
學測總級分
英文學業
國文學業",0,"--
--
--
--
--
--",--,
02609,生物醫學科學學系,10,10,"--
均標
--
--
均標
均標
--","在校學業
學測總級分
學測自然
學測英文
學測數學",10,"10%
54
11
--
--",--,
02609,生物醫學科學學系【外加】,0,2,"--
均標
--
--
均標
均標
--","在校學業
學測總級分
學測自然
學測英文
學測數學",0,"--
--
--
--
--",--,
02610,視光學系,10,10,"均標
均標
均標
--
均標
均標
--","在校學業
生物學業
物理學業
數學學業
英文學業",10,"14%
--
--
--
--",--,
02610,視光學系【外加】,0,1,"均標
均標
均標
--
均標
均標
--","在校學業
生物學業
物理學業
數學學業
英文學業",0,"--
--
--
--
--",--,
02611,醫學影像暨放射科學系,10,10,"--
均標
--
--
均標
前標
--","在校學業
學測總級分
學測自然
學測英文
學測數學",10,"13%
--
--
--
--",--,
02611,醫學影像暨放射科學系【外加】,0,1,"--
均標
--
--
均標
前標
--","在校學業
學測總級分
學測自然
學測英文
學測數學",0,"--
--
--
--
--",--,
02612,心理學系,6,6,"後標
均標
後標
--
--
--
--","在校學業
學測數學
數學學業
學測國文
國文學業
學測英文
英文學業",6,"5%
7
14%
--
--
--
--",--,
02612,心理學系【外加】,1,2,"後標
均標
後標
--
--
--
--","在校學業
學測數學
數學學業
學測國文
國文學業
學測英文
英文學業",1,"20%
--
--
--
--
--
--",--,
02613,營養學系,33,33,"--
後標
--
--
均標
--
--","在校學業
學測自然
學測英文
學測總級分
生物學業
英文學業
化學學業",33,"9%
12
--
--
--
--
--",--,
02613,營養學系【外加】,1,1,"--
後標
--
--
均標
--
--","在校學業
學測自然
學測英文
學測總級分
生物學業
英文學業
化學學業",1,"34%
--
--
--
--
--
--",--,
02614,職業安全衛生學系,8,8,"--
--
--
--
--
均標
--","在校學業
學測總級分
學測自然
學測英文
學測數學",8,"16%
--
--
--
--",--,
02614,職業安全衛生學系【外加】,0,1,"--
--
--
--
--
均標
--","在校學業
學測總級分
學測自然
學測英文
學測數學",0,"--
--
--
--
--",--,
02615,醫學應用化學系,8,8,"--
--
--
--
均標
後標
--","在校學業
學測自然
化學學業
數學學業
學測英文",8,"9%
--
--
--
--",--,
