校系代碼,校系名稱,總錄取人數,招生名額,檢定標準,比序項目,第一輪錄取,第一輪比序,第二輪錄取,第二輪比序
04501,工業管理學系,1,3,"後標
--
--
--
--
--
--","在校學業
學測總級分",0,"--
--",1,"47%
--"
04501,工業管理學系【外加】,0,1,"後標
--
--
--
--
--
--","在校學業
學測總級分",0,"--
--",--,
04502,資訊管理學系,4,16,"後標
--
--
--
--
--
--","在校學業
學測總級分",1,"30%
--",3,"43%
--"
04502,資訊管理學系【外加】,0,1,"後標
--
--
--
--
--
--","在校學業
學測總級分",0,"--
--",--,
04503,企業管理學系,11,16,"後標
--
--
--
--
--
--","在校學業
學測總級分",2,"18%
--",9,"49%
--"
04503,企業管理學系【外加】,0,1,"後標
--
--
--
--
--
--","在校學業
學測總級分",0,"--
--",--,
04504,財務金融學系,15,15,"後標
--
--
--
--
--
--","在校學業
學測國文",3,"41%
--",12,"50%
--"
04504,財務金融學系【外加】,0,1,"後標
--
--
--
--
--
--","在校學業
學測國文",0,"--
--",--,
04505,會計學系,8,8,"後標
--
--
--
--
--
--","在校學業
學測總級分",2,"28%
--",6,"44%
--"
04505,會計學系【外加】,0,1,"後標
--
--
--
--
--
--","在校學業
學測總級分",0,"--
--",--,
04506,國際商務學系,5,5,"後標
--
--
--
--
--
--","在校學業
學測英文",1,"36%
--",4,"28%
--"
04506,國際商務學系【外加】,0,1,"後標
--
--
--
--
--
--","在校學業
學測英文",0,"--
--",--,
04507,公共政策與管理學系,5,5,"後標
--
--
--
--
--
--","在校學業
學測總級分",2,"50%
--",3,"38%
38"
04507,公共政策與管理學系【外加】,0,1,"後標
--
--
--
--
--
--","在校學業
學測總級分",0,"--
--",--,
04508,醫務管理學系,17,17,"--
--
後標
--
--
--
--","在校學業
學測總級分",7,"46%
--",10,"38%
39"
04508,醫務管理學系【外加】,1,1,"--
--
後標
--
--
--
--","在校學業
學測總級分",1,"42%
--",--,
04509,健康管理學系,10,10,"--
--
--
後標
--
--
--","在校學業
學測總級分",6,"38%
--",4,"27%
36"
04509,健康管理學系【外加】,0,1,"--
--
--
後標
--
--
--","在校學業
學測總級分",0,"--
--",--,
04510,餐旅管理學系,15,15,"後標
--
--
--
--
--
--","在校學業
學測總級分",15,"44%
--",--,
04510,餐旅管理學系【外加】,1,1,"後標
--
--
--
--
--
--","在校學業
學測總級分",1,"45%
--",--,
04511,休閒事業管理學系,12,13,"後標
--
--
--
--
--
--","在校學業
學測總級分",2,"35%
--",10,"46%
--"
