校系代碼,校系名稱,總錄取人數,招生名額,檢定標準,比序項目,第一輪錄取,第一輪比序,第二輪錄取,第二輪比序
00801,工業與系統工程學系管理組,11,11,"--
後標
--
--
--
--
--","在校學業
學測國英數A
學測數A
學測國文
學測英文
數學學業
英語文學業",4,"35%
--
--
--
--
--
--",7,"25%
--
--
--
--
--
--"
00802,企業管理學系服務業管理組,12,12,"均標
--
--
--
--
--
--","在校學業
學測國文
學測英文
學測社會
學測數B
國語文學業
英語文學業",3,"42%
--
--
--
--
--
--",9,"23%
--
--
--
--
--
--"
00802,企業管理學系服務業管理組【外加】,0,1,"均標
--
--
--
--
--
--","在校學業
學測國文
學測英文
學測社會
學測數B
國語文學業
英語文學業",0,"--
--
--
--
--
--
--",--,
00803,企業管理學系高科技業管理組,11,11,"均標
--
--
--
--
--
--","在校學業
學測國文
學測英文
學測社會
學測數B
國語文學業
英語文學業",2,"28%
--
--
--
--
--
--",9,"22%
12
10
--
--
--
--"
00803,企業管理學系高科技業管理組【外加】,0,1,"均標
--
--
--
--
--
--","在校學業
學測國文
學測英文
學測社會
學測數B
國語文學業
英語文學業",0,"--
--
--
--
--
--
--",--,
00804,企業管理學系工商管理組經營管理班,15,15,"均標
--
--
--
--
--
--","在校學業
學測國文
學測英文
學測社會
學測數B
國語文學業
英語文學業",6,"21%
--
--
--
--
--
--",9,"23%
--
--
--
--
--
--"
00804,企業管理學系工商管理組經營管理班【外加】,0,1,"均標
--
--
--
--
--
--","在校學業
學測國文
學測英文
學測社會
學測數B
國語文學業
英語文學業",0,"--
--
--
--
--
--
--",--,
00805,企業管理學系工商管理組永續發展班,4,4,"--
--
--
--
均標
--
--","在校學業
學測社會
學測英文
學測國文
學測數B
國語文學業
英語文學業",1,"15%
--
--
--
--
--
--",3,"24%
15
--
--
--
--
--"
00805,企業管理學系工商管理組永續發展班【外加】,0,1,"--
--
--
--
均標
--
--","在校學業
學測社會
學測英文
學測國文
學測數B
國語文學業
英語文學業",0,"--
--
--
--
--
--
--",--,
00806,國際經營與貿易學系,16,16,"--
均標
--
--
--
--
--","在校學業
學測英文
英語文學業
學測國文
國語文學業
學測社會
公社學業",6,"29%
--
--
--
--
--
--",10,"18%
11
--
--
--
--
--"
00807,會計學系,25,25,"後標
--
--
--
--
--
--","在校學業
學測國英數B社
學測英文
學測數B
學測國文
學測社會
英語文學業",20,"38%
--
--
--
--
--
--",5,"9%
--
--
--
--
--
--"
00808,資訊管理學系,18,18,"後標
--
底標
後標
--
--
--","在校學業
學測國文
學測英文
國語文學業
英語文學業
數學學業
資訊科技學業",8,"23%
--
--
--
--
--
--",10,"18%
--
--
--
--
--
--"
00809,財務金融學系,21,21,"--
均標
--
--
--
--
--","在校學業
學測英文
學測數B
學測國文
英語文學業
數學學業
國語文學業",11,"35%
--
--
--
--
--
--",10,"14%
--
--
--
--
--
--"
00810,財經法律學系,16,16,"後標
後標
--
--
--
--
--","在校學業
學測國文
學測英文
學測社會
國語文學業
英語文學業
公社學業",16,"33%
--
--
--
--
--
--",--,
00811,室內設計學系,5,5,"均標
--
--
--
--
--
--","在校學業
學測國英社
學測英文
學測國文
學測社會
英語文學業
國語文學業",5,"10%
41
--
--
--
--
--",--,
00812,商業設計學系商業設計組乙類,2,2,"--
後標
--
--
--
--
--","在校學業
學測國文
學測英文
學測社會
學測國英社
英語文學業
國語文學業",2,"8%
--
--
--
--
--
--",--,
00812,商業設計學系商業設計組乙類【外加】,0,1,"--
後標
--
--
--
--
--","在校學業
學測國文
學測英文
學測社會
學測國英社
英語文學業
國語文學業",0,"--
--
--
--
--
--
--",--,
00813,特殊教育學系,5,5,"均標
後標
--
後標
--
--
--","在校學業
學測國文
學測數B
學測英文
數學學業
英語文學業
國語文學業",1,"12%
--
--
--
--
--
--",4,"25%
--
--
--
--
--
--"
00814,應用外國語文學系,18,18,"--
均標
--
--
--
--
--","在校學業
學測英文
學測國文
學測國英
英語文學業
國語文學業
學測社會",7,"24%
--
--
--
--
--
--",11,"27%
--
--
--
--
--
--"
00815,應用華語文學系,20,20,"均標
後標
--
--
--
--
--","在校學業
學測國英
學測國文
學測英文
學測社會
國語文學業
英語文學業",2,"31%
--
--
--
--
--
--",18,"42%
--
--
--
--
--
--"
00815,應用華語文學系【外加】,0,2,"均標
後標
--
--
--
--
--","在校學業
學測國英
學測國文
學測英文
學測社會
國語文學業
英語文學業",0,"--
--
--
--
--
--
--",--,
00816,應用數學系,11,15,"--
--
均標
--
--
--
--","在校學業
學測數A
數學學業
學測英文
英語文學業
學測自然
學測國文",1,"40%
--
--
--
--
--
--",10,"49%
--
--
--
--
--
--"
00816,應用數學系【外加】,0,1,"--
--
均標
--
--
--
--","在校學業
學測數A
數學學業
學測英文
英語文學業
學測自然
學測國文",0,"--
--
--
--
--
--
--",--,
00817,物理學系物理組,7,10,"--
後標
均標
--
--
後標
--","在校學業
學測數A
學測自然
學測英文
學測國文
數學學業
物理學業",0,"--
--
--
--
--
--
--",7,"50%
--
--
--
--
--
--"
00817,物理學系物理組【外加】,0,1,"--
後標
均標
--
--
後標
--","在校學業
學測數A
學測自然
學測英文
學測國文
數學學業
物理學業",0,"--
--
--
--
--
--
--",--,
00818,物理學系光電與材料科學組,10,10,"--
後標
均標
--
--
後標
--","在校學業
學測自然
學測數A
學測英文
學測國文
數學學業
物理學業",3,"49%
--
--
--
--
--
--",7,"27%
11
--
--
--
--
--"
00818,物理學系光電與材料科學組【外加】,0,1,"--
後標
均標
--
--
後標
--","在校學業
學測自然
學測數A
學測英文
學測國文
數學學業
物理學業",0,"--
--
--
--
--
--
--",--,
00819,化學系化學組,12,12,"--
--
均標
--
--
均標
--","在校學業
學測自然
學測數A
化學學業
數學學業
學測數A自
學測英文",2,"21%
--
--
--
--
--
--",10,"19%
--
--
--
--
--
--"
00819,化學系化學組【外加】,0,2,"--
--
均標
--
--
均標
--","在校學業
學測自然
學測數A
化學學業
數學學業
學測數A自
學測英文",0,"--
--
--
--
--
--
--",--,
00820,化學系材料化學組,12,12,"--
均標
--
--
--
均標
--","在校學業
學測自然
學測英文
化學學業
學測數A
學測數A自
英語文學業",12,"39%
--
--
--
--
--
--",--,
00820,化學系材料化學組【外加】,0,2,"--
均標
--
--
--
均標
--","在校學業
學測自然
學測英文
化學學業
學測數A
學測數A自
英語文學業",0,"--
--
--
--
--
--
--",--,
00821,化學工程學系綠能製程組,8,8,"--
後標
後標
--
--
後標
--","在校學業
學測數A
學測自然
學測英文
物理學業
數學學業
化學學業",7,"50%
--
--
--
--
--
--",1,"7%
--
--
--
--
--
--"
00822,化學工程學系生化工程組,8,8,"--
後標
後標
--
--
後標
--","在校學業
學測數A
學測自然
學測英文
物理學業
數學學業
化學學業",8,"22%
--
--
--
--
--
--",--,
00823,化學工程學系材料工程組,8,8,"--
後標
後標
--
--
後標
--","在校學業
學測數A
學測自然
學測英文
物理學業
數學學業
化學學業",8,"9%
9
--
--
--
--
--",--,
00824,土木工程學系,25,25,"--
--
後標
--
--
--
--","在校學業
學測數A
學測自然
學測國文
數學學業
物理學業
學測英文",5,"48%
--
--
--
--
--
--",20,"40%
--
--
--
--
--
--"
00824,土木工程學系【外加】,0,2,"--
--
後標
--
--
--
--","在校學業
學測數A
學測自然
學測國文
數學學業
物理學業
學測英文",0,"--
--
--
--
--
--
--",--,
00825,機械工程學系,27,27,"--
--
後標
--
--
後標
--","在校學業
學測國英數A自
學測自然
學測國文
學測數A
學測英文
物理學業",10,"50%
--
--
--
--
--
--",17,"17%
--
--
--
--
--
--"
00826,生物醫學工程學系,18,18,"--
後標
後標
--
--
後標
--","在校學業
學測自然
學測數A
學測英文
學測國英數A自
數學學業
物理學業",8,"33%
--
--
--
--
--
--",10,"20%
--
--
--
--
--
--"
00826,生物醫學工程學系【外加】,0,1,"--
後標
後標
--
--
後標
--","在校學業
學測自然
學測數A
學測英文
學測國英數A自
數學學業
物理學業",0,"--
--
--
--
--
--
--",--,
00827,環境工程學系,10,10,"--
後標
--
--
--
--
--","在校學業
學測國英數A自
學測自然
學測國文
學測數A
數學學業
化學學業",5,"41%
--
--
--
--
--
--",5,"15%
35
--
--
--
--
--"
00828,電機資訊學院學士班,6,6,"--
均標
均標
--
--
--
--","在校學業
學測國英數A自
學測數A
學測自然
學測英文
數學學業
物理學業",6,"25%
43
--
--
--
--
--",--,
00829,工業與系統工程學系工程組,20,20,"--
後標
--
--
--
--
--","在校學業
學測國英數A自
學測數A
學測國文
學測英文
學測自然
數學學業",5,"47%
--
--
--
--
--
--",15,"22%
--
--
--
--
--
--"
00830,電子工程學系,35,35,"--
後標
--
--
--
--
--","在校學業
學測數A
學測英文
學測自然
英語文學業
國語文學業
物理學業",35,"39%
--
--
--
--
--
--",--,
00830,電子工程學系【外加】,1,4,"--
後標
--
--
--
--
--","在校學業
學測數A
學測英文
學測自然
英語文學業
國語文學業
物理學業",1,"41%
--
--
--
--
--
--",--,
00831,資訊工程學系,25,25,"--
後標
--
--
--
--
--","在校學業
學測英文
學測自然
資訊科技學業
數學學業
物理學業
英語文學業",25,"13%
--
--
--
--
--
--",--,
00831,資訊工程學系【外加】,1,2,"--
後標
--
--
--
--
--","在校學業
學測英文
學測自然
資訊科技學業
數學學業
物理學業
英語文學業",1,"32%
--
--
--
--
--
--",--,
00832,電機工程學系,23,23,"--
--
均標
--
--
--
--","在校學業
學測數A
學測英文
學測自然
學測國英數A自
數學學業
物理學業",23,"17%
--
--
--
--
--
--",--,
00832,電機工程學系【外加】,0,1,"--
--
均標
--
--
--
--","在校學業
學測數A
學測英文
學測自然
學測國英數A自
數學學業
物理學業",0,"--
--
--
--
--
--
--",--,
00833,電機資訊學院智慧運算與大數據學士班,14,14,"--
後標
--
--
--
--
--","在校學業
學測數A
學測英文
學測自然
資訊科技學業
數學學業
物理學業",9,"48%
--
--
--
--
--
--",5,"13%
--
--
--
--
--
--"
00834,建築學系,4,4,"--
後標
--
--
--
--
--","在校學業
學測國英數A
學測英文
學測數A
學測國文
英語文學業
數學學業",4,"5%
27
--
--
--
--
--",--,
00834,建築學系【外加】,1,1,"--
後標
--
--
--
--
--","在校學業
學測國英數A
學測英文
學測數A
學測國文
英語文學業
數學學業",1,"12%
--
--
--
--
--
--",--,
00835,商業設計學系產品設計組乙類,1,1,"--
--
均標
均標
--
均標
--","在校學業
公社學業
學測國英自
學測自然
學測英文
學測國文
物理學業",1,"16%
--
--
--
--
--
--",--,
00836,地景建築學系,5,5,"均標
--
均標
均標
--
--
--","在校學業
學測國自
學測國文
學測自然
國語文學業
數學學業
學測英文",3,"26%
--
--
--
--
--
--",2,"28%
--
--
--
--
--
--"
00837,心理學系,28,28,"後標
均標
均標
--
--
後標
--","在校學業
學測數A
學測英文
學測自然
學測國文
學測國英數A自
數學學業",7,"39%
--
--
--
--
--
--",21,"42%
8
--
--
--
--
--"
00837,心理學系【外加】,0,2,"後標
均標
均標
--
--
後標
--","在校學業
學測數A
學測英文
學測自然
學測國文
學測國英數A自
數學學業",0,"--
--
--
--
--
--
--",--,
00838,生物科技學系,16,16,"--
後標
--
--
--
均標
--","在校學業
學測國英自
學測自然
學測英文
生物學業
英語文學業
化學學業",2,"25%
--
--
--
--
--
--",14,"29%
--
--
--
--
--
--"
00838,生物科技學系【外加】,0,1,"--
後標
--
--
--
均標
--","在校學業
學測國英自
學測自然
學測英文
生物學業
英語文學業
化學學業",0,"--
--
--
--
--
--
--",--,
00839,商業設計學系商業設計組甲類,2,2,"--
後標
--
--
--
--
--","在校學業
術科素描
學測國文
學測英文
學測社會
術科創意表現
美術學業",2,"26%
--
--
--
--
--
--",--,
00840,商業設計學系產品設計組甲類,2,2,"--
--
後標
後標
--
--
--","在校學業
術科創意表現
術科彩繪技法
美術學業
學測國英
學測英文
學測國文",2,"39%
--
--
--
--
--
--",--,
