校系代碼,校系名稱,總錄取人數,招生名額,檢定標準,比序項目,第一輪錄取,第一輪比序,第二輪錄取,第二輪比序
00401,中國文學系,8,8,"頂標
均標
--
前標
--
--
--","在校學業
學測總級分
學測國文
國文學業
學測社會
學測英文",8,"3%
54
--
--
--
--",--,
00402,外國語文學系,8,8,"前標
頂標
--
--
--
--
--","在校學業
學測英文
英文學業
學測國文
國文學業
學測總級分",8,"4%
--
--
--
--
--",--,
00403,歷史學系,8,8,"前標
前標
--
前標
均標
--
--","在校學業
學測總級分
學測社會
學測國文
學測英文",3,"15%
--
--
--
--",5,"5%
--
--
--
--"
00403,歷史學系【外加】,0,1,"前標
前標
--
前標
均標
--
--","在校學業
學測總級分
學測社會
學測國文
學測英文",0,"--
--
--
--
--",--,
00404,台灣文學系,8,8,"前標
前標
均標
前標
均標
--
--","在校學業
學測社會
學測自然
學測數學
學測英文
學測國文",0,"--
--
--
--
--
--",8,"14%
--
--
--
--
--"
00405,企業管理學系,10,10,"--
均標
均標
--
--
--
B級","在校學業
學測總級分
學測英文
學測數學
學測自然
學測國文
學測社會",10,"1%
--
--
--
--
--
--",--,
00406,會計學系,8,8,"均標
均標
均標
--
--
--
--","在校學業
學測英文
學測數學
學測總級分",8,"1%
13
--
--",--,
00406,會計學系【外加】,1,1,"均標
均標
均標
--
--
--
--","在校學業
學測英文
學測數學
學測總級分",1,"10%
--
--
--",--,
00407,政治學系,9,9,"前標
前標
均標
前標
--
--
--","在校學業
學測英文
學測國文
學測社會
學測數學
學測總級分
英文學業",9,"4%
--
--
--
--
--
--",--,
00408,經濟學系,11,11,"前標
均標
前標
均標
--
--
--","在校學業
學測數學
學測英文
學測國文
學測社會
數學學業
英文學業",11,"2%
11
13
--
--
--
--",--,
00409,法律學系,7,7,"頂標
頂標
均標
頂標
--
--
--","在校學業
公社學業
學測社會
學測國文
學測英文
學測數學
國文學業",7,"2%
4%
--
--
--
--
--",--,
00409,法律學系【外加】,0,2,"頂標
頂標
均標
頂標
--
--
--","在校學業
公社學業
學測社會
學測國文
學測英文
學測數學
國文學業",0,"--
--
--
--
--
--
--",--,
00410,數學系,6,8,"均標
前標
頂標
--
前標
前標
--","在校學業
學測數學
學測自然
學測英文
學測總級分
數學學業",0,"--
--
--
--
--
--",6,"14%
--
--
--
--
--"
00411,物理學系,6,6,"均標
前標
頂標
--
頂標
均標
--","在校學業
物理學業
學測自然
學測數學",2,"7%
--
--
--",4,"8%
2%
--
--"
00411,物理學系【外加】,0,1,"均標
前標
頂標
--
頂標
均標
--","在校學業
物理學業
學測自然
學測數學",0,"--
--
--
--",--,
00412,化學系,8,8,"均標
前標
前標
均標
前標
前標
--","在校學業
學測總級分
學測自然
學測數學
學測英文
學測國文
學測社會",8,"16%
--
--
--
--
--
--",--,
