校系代碼,校系名稱,總錄取人數,招生名額,檢定標準,比序項目,第一輪錄取,第一輪比序,第二輪錄取,第二輪比序
05001,社會工作學系(臺北校區),26,26,"後標
後標
--
--
--
後標
--","在校學業
學測國文
學測英文",25,"49%
--
--",1,"15%
--
--"
05001,社會工作學系(臺北校區)【外加】,0,5,"後標
後標
--
--
--
後標
--","在校學業
學測國文
學測英文",0,"--
--
--",--,
05002,家庭研究與兒童發展學系(臺北校區),7,7,"--
後標
--
--
--
後標
--","在校學業
學測總級分
國文學業
英文學業
學測英文
學測社會
學測數學",5,"27%
--
--
--
--
--
--",2,"11%
--
--
--
--
--
--"
05002,家庭研究與兒童發展學系(臺北校區)【外加】,0,2,"--
後標
--
--
--
後標
--","在校學業
學測總級分
國文學業
英文學業
學測英文
學測社會
學測數學",0,"--
--
--
--
--
--
--",--,
05003,餐飲管理學系(臺北校區),10,10,"--
--
--
--
--
底標
--","在校學業
學測英文
學測總級分",10,"19%
5
--",--,
05003,餐飲管理學系(臺北校區)【外加】,0,2,"--
--
--
--
--
底標
--","在校學業
學測英文
學測總級分",0,"--
--
--",--,
05004,服裝設計學系(臺北校區),9,9,"--
後標
--
--
--
均標
--","在校學業
學測總級分
學測英文
學測國文
學測社會
英文學業",9,"8%
--
--
--
--
--",--,
05005,工業產品設計學系(臺北校區),3,3,"--
均標
--
--
--
均標
--","在校學業
學測總級分
學測英文
學測數學
學測國文
英文學業",3,"7%
--
--
--
--
--",--,
05006,媒體傳達設計學系數位3D動畫設計組(臺北校區),3,3,"--
後標
--
--
--
均標
--","在校學業
學測總級分
學測英文
學測國文
學測社會
英文學業",3,"9%
--
--
--
--
--",--,
05007,媒體傳達設計學系創意媒體設計組(臺北校區),3,3,"--
後標
--
--
--
均標
--","在校學業
學測總級分
學測英文
學測國文
學測社會
英文學業",3,"12%
--
--
--
--
--",--,
05008,建築設計學系(臺北校區),7,7,"--
後標
--
--
--
均標
--","在校學業
學測總級分
學測英文
學測數學
學測國文
英文學業",7,"15%
--
--
--
--
--",--,
05009,會計學系(臺北校區),21,21,"--
--
--
--
--
底標
--","在校學業
學測總級分
學測英文
學測社會",21,"50%
--
--
--",--,
05009,會計學系(臺北校區)【外加】,1,3,"--
--
--
--
--
底標
--","在校學業
學測總級分
學測英文
學測社會",1,"1%
--
--
--",--,
05010,國際經營與貿易學系(臺北校區),20,20,"--
後標
--
--
--
底標
--","在校學業
學測英文
學測數學
英文學業
數學學業
學測國文
國文學業",20,"39%
9
--
--
--
--
--",--,
05010,國際經營與貿易學系(臺北校區)【外加】,0,4,"--
後標
--
--
--
底標
--","在校學業
學測英文
學測數學
英文學業
數學學業
學測國文
國文學業",0,"--
--
--
--
--
--
--",--,
05011,企業管理學系(臺北校區),20,20,"--
後標
--
--
--
底標
--","在校學業
學測總級分
學測英文
學測數學
學測國文",19,"50%
--
--
--
--",1,"10%
--
--
--
--"
05011,企業管理學系(臺北校區)【外加】,0,4,"--
後標
--
--
--
底標
--","在校學業
學測總級分
學測英文
學測數學
學測國文",0,"--
--
--
--
--",--,
05012,管理學院國際企業英語學士學位學程(臺北校區),2,2,"--
--
--
--
--
底標
--","在校學業
學測英文
學測國文
學測數學
學測總級分",2,"35%
--
--
--
--",--,
05012,管理學院國際企業英語學士學位學程(臺北校區)【外加】,0,2,"--
--
--
--
--
底標
--","在校學業
學測英文
學測國文
學測數學
學測總級分",0,"--
--
--
--
--",--,
05013,財務金融學系(臺北校區),17,17,"--
--
--
--
--
底標
--","在校學業
學測總級分
學測英文
學測數學
學測國文",17,"38%
--
--
--
--",--,
05013,財務金融學系(臺北校區)【外加】,0,4,"--
--
--
--
--
底標
--","在校學業
學測總級分
學測英文
學測數學
學測國文",0,"--
--
--
--
--",--,
05014,風險管理與保險學系(臺北校區),20,20,"--
--
--
--
--
底標
--","在校學業
學測國文
學測社會",6,"40%
--
--",14,"33%
--
--"
05014,風險管理與保險學系(臺北校區)【外加】,0,4,"--
--
--
--
--
底標
--","在校學業
學測國文
學測社會",0,"--
--
--",--,
05015,資訊科技與管理學系(臺北校區),20,20,"--
--
--
--
--
後標
--","在校學業
學測總級分
學測數學
學測英文
學測國文
數學學業
英文學業",7,"39%
--
--
--
--
--
--",13,"34%
--
--
--
--
--
--"
05015,資訊科技與管理學系(臺北校區)【外加】,0,4,"--
--
--
--
--
後標
--","在校學業
學測總級分
學測數學
學測英文
學測國文
數學學業
英文學業",0,"--
--
--
--
--
--
--",--,
05016,應用外語學系(臺北校區),23,23,"後標
均標
--
--
--
--
--","在校學業
學測英文
英文學業
學測國文
國文學業",15,"43%
--
--
--
--",8,"31%
--
--
--
--"
05016,應用外語學系(臺北校區)【外加】,0,4,"後標
均標
--
--
--
--
--","在校學業
學測英文
英文學業
學測國文
國文學業",0,"--
--
--
--
--",--,
05017,國際貿易學系兩岸經貿組(高雄校區),2,2,"底標
--
--
--
--
--
--","在校學業
公社學業
地理學業",2,"48%
--
--",--,
05017,國際貿易學系兩岸經貿組(高雄校區)【外加】,0,1,"底標
--
--
--
--
--
--","在校學業
公社學業
地理學業",0,"--
--
--",--,
05018,國際貿易學系貿易行銷組(高雄校區),3,3,"--
--
--
底標
--
--
--","在校學業
公社學業
歷史學業",1,"32%
--
--",2,"46%
--
--"
05018,國際貿易學系貿易行銷組(高雄校區)【外加】,0,2,"--
--
--
底標
--
--
--","在校學業
公社學業
歷史學業",0,"--
--
--",--,
05019,國際貿易學系東亞經貿組(高雄校區),3,3,"--
--
--
--
--
底標
--","在校學業
公社學業
國文學業",2,"41%
--
--",1,"41%
--
--"
05020,會計暨稅務學系(高雄校區),6,8,"--
--
--
底標
--
--
--","在校學業
公社學業",2,"44%
--",4,"48%
--"
05020,會計暨稅務學系(高雄校區)【外加】,0,3,"--
--
--
底標
--
--
--","在校學業
公社學業",0,"--
--",--,
05021,資訊管理學系數位金融組(高雄校區),1,2,"底標
--
--
--
--
--
--","在校學業
國文學業
英文學業",1,"46%
--
--",--,
05021,資訊管理學系數位金融組(高雄校區)【外加】,0,2,"底標
--
--
--
--
--
--","在校學業
國文學業
英文學業",0,"--
--
--",--,
05022,金融管理學系操盤策略組(高雄校區),1,2,"底標
--
--
--
--
--
--","在校學業
國文學業",0,"--
--",1,"37%
--"
05022,金融管理學系操盤策略組(高雄校區)【外加】,0,1,"底標
--
--
--
--
--
--","在校學業
國文學業",0,"--
--",--,
05023,金融管理學系投資操作組(高雄校區),0,2,"底標
--
--
--
--
--
--","在校學業
國文學業",0,"--
--",--,
05023,金融管理學系投資操作組(高雄校區)【外加】,0,1,"底標
--
--
--
--
--
--","在校學業
國文學業",0,"--
--",--,
05024,金融管理學系數位行銷組(高雄校區),0,2,"底標
--
--
--
--
--
--","在校學業
國文學業",0,"--
--",--,
05024,金融管理學系數位行銷組(高雄校區)【外加】,0,1,"底標
--
--
--
--
--
--","在校學業
國文學業",0,"--
--",--,
05025,金融管理學系程式設計金融組(高雄校區),0,2,"底標
--
--
--
--
--
--","在校學業
國文學業",0,"--
--",--,
05026,國際企業管理學系東南亞商務組(高雄校區),2,2,"底標
--
--
--
--
--
--","在校學業
國文學業
英文學業",0,"--
--
--",2,"35%
--
--"
05027,國際企業管理學系日韓商務組(高雄校區),2,2,"--
--
--
底標
--
--
--","在校學業
公社學業
國文學業",2,"50%
--
--",--,
05027,國際企業管理學系日韓商務組(高雄校區)【外加】,1,1,"--
--
--
底標
--
--
--","在校學業
公社學業
國文學業",1,"32%
--
--",--,
05028,國際企業管理學系兩岸工商管理組(高雄校區),1,2,"底標
--
--
--
--
--
--","在校學業
公社學業
國文學業",1,"43%
--
--",--,
05028,國際企業管理學系兩岸工商管理組(高雄校區)【外加】,0,1,"底標
--
--
--
--
--
--","在校學業
公社學業
國文學業",0,"--
--
--",--,
05029,國際企業管理學系德國經貿商務組(高雄校區),2,2,"--
底標
--
--
--
--
--","在校學業
英文學業
國文學業",0,"--
--
--",2,"30%
--
--"
05029,國際企業管理學系德國經貿商務組(高雄校區)【外加】,0,1,"--
底標
--
--
--
--
--","在校學業
英文學業
國文學業",0,"--
--
--",--,
