校系代碼,校系名稱,總錄取人數,招生名額,檢定標準,比序項目,第一輪錄取,第一輪比序,第二輪錄取,第二輪比序
04401,工業工程與經營資訊學系,0,1,"--
--
--
--
--
底標
--","在校學業
學測總級分
學測英文
學測數學
學測國文
學測社會
學測自然",0,"--
--
--
--
--
--
--",--,
04401,工業工程與經營資訊學系【外加】,0,1,"--
--
--
--
--
底標
--","在校學業
學測總級分
學測英文
學測數學
學測國文
學測社會
學測自然",0,"--
--
--
--
--
--
--",--,
04402,資訊管理學系,1,1,"--
--
底標
--
--
--
--","在校學業
學測總級分
學測數學
學測英文
學測國文
學測社會
學測自然",1,"22%
--
--
--
--
--
--",--,
04402,資訊管理學系【外加】,0,1,"--
--
底標
--
--
--
--","在校學業
學測總級分
學測數學
學測英文
學測國文
學測社會
學測自然",0,"--
--
--
--
--
--
--",--,
04403,中國文學系,1,1,"底標
--
--
底標
--
--
--","在校學業
學測國文
學測社會
國文學業
歷史學業
地理學業
學測總級分",0,"--
--
--
--
--
--
--",1,"50%
--
--
--
--
--
--"
04403,中國文學系【外加】,0,1,"底標
--
--
底標
--
--
--","在校學業
學測國文
學測社會
國文學業
歷史學業
地理學業
學測總級分",0,"--
--
--
--
--
--
--",--,
04404,外國語文學系,0,2,"--
後標
--
--
--
--
--","在校學業
學測英文
英文學業
國文學業
歷史學業
地理學業
公社學業",0,"--
--
--
--
--
--
--",--,
04404,外國語文學系【外加】,0,1,"--
後標
--
--
--
--
--","在校學業
學測英文
英文學業
國文學業
歷史學業
地理學業
公社學業",0,"--
--
--
--
--
--
--",--,
04405,哲學系,1,1,"--
底標
--
--
--
--
--","在校學業
學測國文
國文學業
學測社會
歷史學業
學測英文
英文學業",1,"49%
--
--
--
--
--
--",--,
04405,哲學系【外加】,0,1,"--
底標
--
--
--
--
--","在校學業
學測國文
國文學業
學測社會
歷史學業
學測英文
英文學業",0,"--
--
--
--
--
--
--",--,
04406,工業設計學系產品設計組,3,3,"底標
--
--
底標
--
--
--","在校學業
學測國文
學測社會",3,"49%
--
--",--,
04406,工業設計學系產品設計組【外加】,0,1,"底標
--
--
底標
--
--
--","在校學業
學測國文
學測社會",0,"--
--
--",--,
04407,工業設計學系交通工具設計組,0,1,"底標
--
--
底標
--
--
--","在校學業
學測國文
學測社會",0,"--
--
--",--,
04407,工業設計學系交通工具設計組【外加】,0,1,"底標
--
--
底標
--
--
--","在校學業
學測國文
學測社會",0,"--
--
--",--,
04408,景觀與環境設計學系,1,1,"--
--
--
底標
--
--
--","在校學業
學測總級分",1,"41%
--",--,
04409,建築學系建築設計組,0,3,"底標
--
--
--
--
--
--","在校學業
學測國文
學測社會
學測英文
學測數學
國文學業
歷史學業",0,"--
--
--
--
--
--
--",--,
04409,建築學系建築設計組【外加】,0,2,"底標
--
--
--
--
--
--","在校學業
學測國文
學測社會
學測英文
學測數學
國文學業
歷史學業",0,"--
--
--
--
--
--
--",--,
04410,建築學系室內設計組,0,2,"底標
--
--
--
--
--
--","在校學業
學測國文
學測社會
學測英文
學測數學
國文學業
歷史學業",0,"--
--
--
--
--
--
--",--,
04410,建築學系室內設計組【外加】,0,1,"底標
--
--
--
--
--
--","在校學業
學測國文
學測社會
學測英文
學測數學
國文學業
歷史學業",0,"--
--
--
--
--
--
--",--,
04411,美術與文創學系文創設計組,1,3,"後標
--
--
--
--
--
--","在校學業
學測國文
學測社會
學測總級分
學測英文
國文學業
歷史學業",1,"33%
--
--
--
--
--
--",--,
04411,美術與文創學系文創設計組【外加】,0,2,"後標
--
--
--
--
--
--","在校學業
學測國文
學測社會
學測總級分
學測英文
國文學業
歷史學業",0,"--
--
--
--
--
--
--",--,
04412,機電工程學系,0,1,"--
--
--
--
--
底標
--","在校學業
學測數學
學測自然
學測英文
學測國文
學測總級分
學測社會",0,"--
--
--
--
--
--
--",--,
04412,機電工程學系【外加】,0,1,"--
--
--
--
--
底標
--","在校學業
學測數學
學測自然
學測英文
學測國文
學測總級分
學測社會",0,"--
--
--
--
--
--
--",--,
04413,電子工程學系,1,2,"後標
--
--
--
--
--
--","在校學業
學測國文
學測英文
學測數學",1,"43%
--
--
--",--,
04413,電子工程學系【外加】,0,1,"後標
--
--
--
--
--
--","在校學業
學測國文
學測英文
學測數學",0,"--
--
--
--",--,
04414,美術與文創學系美術創作組,2,3,"後標
--
--
--
--
--
--","在校學業
美術學業
國文學業
歷史學業
學測國文
學測社會
學測總級分",2,"26%
--
--
--
--
--
--",--,
04414,美術與文創學系美術創作組【外加】,0,2,"後標
--
--
--
--
--
--","在校學業
美術學業
國文學業
歷史學業
學測國文
學測社會
學測總級分",0,"--
--
--
--
--
--
--",--,
