校系代碼,校系名稱,總錄取人數,招生名額,檢定標準,比序項目,第一輪錄取,第一輪比序,第二輪錄取,第二輪比序
15101,工業設計學系,12,12,"--
均標
--
--
--
--
--","在校學業
學測英文
學測數學
學測國文
英文學業
數學學業
國文學業",5,"39%
--
--
--
--
--
--",7,"30%
--
--
--
--
--
--"
15101,工業設計學系【外加】,0,2,"--
均標
--
--
--
--
--","在校學業
學測英文
學測數學
學測國文
英文學業
數學學業
國文學業",0,"--
--
--
--
--
--
--",--,
15102,經營管理學系,30,30,"--
均標
--
--
--
--
--","在校學業
學測數學
學測英文
數學學業
英文學業
學測國文
學測國英數",26,"43%
--
--
--
--
--
--",4,"17%
--
--
--
--
--
--"
15102,經營管理學系【外加】,0,5,"--
均標
--
--
--
--
--","在校學業
學測數學
學測英文
數學學業
英文學業
學測國文
學測國英數",0,"--
--
--
--
--
--
--",--,
15103,資訊管理學系,13,13,"均標
--
--
--
--
--
--","在校學業
學測國英數
學測數學
學測英文
學測國文
數學學業
英文學業",13,"40%
--
--
--
--
--
--",--,
15103,資訊管理學系【外加】,0,4,"均標
--
--
--
--
--
--","在校學業
學測國英數
學測數學
學測英文
學測國文
數學學業
英文學業",0,"--
--
--
--
--
--
--",--,
15104,財務金融學系,8,8,"--
均標
--
--
--
--
--","在校學業
學測國英數社
學測英文
英文學業
學測數學
數學學業
學測國文",8,"11%
--
--
--
--
--
--",--,
15105,臺灣語文與傳播學系,10,10,"均標
後標
--
--
--
--
--","在校學業
學測國英
國文學業
學測國文
英文學業
學測英文
歷史學業",6,"46%
--
--
--
--
--
--",4,"21%
--
--
--
--
--
--"
15105,臺灣語文與傳播學系【外加】,0,2,"均標
後標
--
--
--
--
--","在校學業
學測國英
國文學業
學測國文
英文學業
學測英文
歷史學業",0,"--
--
--
--
--
--
--",--,
15106,華語文學系,11,11,"均標
--
--
--
--
--
--","在校學業
學測國文
學測英文
國文學業
英文學業
學測國英
學測社會",4,"29%
--
--
--
--
--
--",7,"30%
--
--
--
--
--
--"
15106,華語文學系【外加】,0,2,"均標
--
--
--
--
--
--","在校學業
學測國文
學測英文
國文學業
英文學業
學測國英
學測社會",0,"--
--
--
--
--
--
--",--,
15107,文化觀光產業學系,4,4,"後標
--
--
--
--
--
--","在校學業
學測英文
學測國文
學測國英社
學測社會
國文學業
公社學業",4,"20%
--
--
--
--
--
--",--,
15107,文化觀光產業學系【外加】,0,1,"後標
--
--
--
--
--
--","在校學業
學測英文
學測國文
學測國英社
學測社會
國文學業
公社學業",0,"--
--
--
--
--
--
--",--,
15108,文化創意與數位行銷學系,12,12,"後標
--
--
--
--
--
--","在校學業
學測國文
學測英文
學測社會
公社學業
歷史學業
國文學業",12,"18%
--
--
--
--
--
--",--,
15108,文化創意與數位行銷學系【外加】,0,2,"後標
--
--
--
--
--
--","在校學業
學測國文
學測英文
學測社會
公社學業
歷史學業
國文學業",0,"--
--
--
--
--
--
--",--,
15109,機械工程學系,40,40,"--
--
--
--
後標
--
--","在校學業
學測自然
學測數學
學測英文
學測國文
物理學業
數學學業",21,"50%
--
--
--
--
--
--",19,"23%
10
7
--
--
--
--"
15109,機械工程學系【外加】,0,8,"--
--
--
--
後標
--
--","在校學業
學測自然
學測數學
學測英文
學測國文
物理學業
數學學業",0,"--
--
--
--
--
--
--",--,
15110,化學工程學系,24,24,"--
--
均標
--
--
--
--","在校學業
學測數學
學測自然
學測國文
學測英文
化學學業
物理學業",22,"46%
--
--
--
--
--
--",2,"15%
--
--
--
--
--
--"
15110,化學工程學系【外加】,0,5,"--
--
均標
--
--
--
--","在校學業
學測數學
學測自然
學測國文
學測英文
化學學業
物理學業",0,"--
--
--
--
--
--
--",--,
15111,土木與防災工程學系,9,9,"--
--
後標
--
後標
--
--","在校學業
學測數自
學測自然
學測數學
物理學業
數學學業
學測英文",7,"35%
--
--
--
--
--
--",2,"13%
--
--
--
--
--
--"
15111,土木與防災工程學系【外加】,0,2,"--
--
後標
--
後標
--
--","在校學業
學測數自
學測自然
學測數學
物理學業
數學學業
學測英文",0,"--
--
--
--
--
--
--",--,
15112,材料科學工程學系,15,15,"--
--
--
--
均標
--
--","在校學業
學測自然
學測數學
學測英文
學測國文
物理學業
數學學業",15,"38%
--
--
--
--
--
--",--,
15112,材料科學工程學系【外加】,0,2,"--
--
--
--
均標
--
--","在校學業
學測自然
學測數學
學測英文
學測國文
物理學業
數學學業",0,"--
--
--
--
--
--
--",--,
15113,環境與安全衛生工程學系,11,11,"--
--
後標
--
均標
--
--","在校學業
學測自然
學測數學
學測英文
學測國文
化學學業
數學學業",7,"37%
--
--
--
--
--
--",4,"25%
--
--
--
--
--
--"
15113,環境與安全衛生工程學系【外加】,0,5,"--
--
後標
--
均標
--
--","在校學業
學測自然
學測數學
學測英文
學測國文
化學學業
數學學業",0,"--
--
--
--
--
--
--",--,
15114,能源工程學系,6,6,"--
--
均標
--
--
--
--","在校學業
學測數學
學測自然
學測英文
數學學業
物理學業
化學學業",1,"47%
--
--
--
--
--
--",5,"25%
9
--
--
--
--
--"
15114,能源工程學系【外加】,0,2,"--
--
均標
--
--
--
--","在校學業
學測數學
學測自然
學測英文
數學學業
物理學業
化學學業",0,"--
--
--
--
--
--
--",--,
15115,建築學系,12,12,"均標
--
--
--
--
--
--","在校學業
學測國文
學測英文
學測數學
學測國英數
國文學業
英文學業",11,"47%
--
--
--
--
--
--",1,"21%
--
--
--
--
--
--"
15116,電機工程學系,29,29,"--
--
均標
--
均標
--
--","在校學業
學測數學
學測自然
學測英文
學測國文
數學學業
物理學業",29,"34%
--
--
--
--
--
--",--,
15116,電機工程學系【外加】,0,1,"--
--
均標
--
均標
--
--","在校學業
學測數學
學測自然
學測英文
學測國文
數學學業
物理學業",0,"--
--
--
--
--
--
--",--,
15117,電子工程學系,24,24,"--
--
均標
--
--
--
--","在校學業
學測數學
學測英文
學測自然
學測國文
數學學業
物理學業",21,"46%
--
--
--
--
--
--",3,"16%
8
--
--
--
--
--"
15117,電子工程學系【外加】,0,9,"--
--
均標
--
--
--
--","在校學業
學測數學
學測英文
學測自然
學測國文
數學學業
物理學業",0,"--
--
--
--
--
--
--",--,
15118,光電工程學系,11,11,"--
--
均標
--
--
--
--","在校學業
學測數自
學測自然
學測數學
物理學業
數學學業
英文學業",5,"40%
--
--
--
--
--
--",6,"24%
20
13
--
--
--
--"
15118,光電工程學系【外加】,0,2,"--
--
均標
--
--
--
--","在校學業
學測數自
學測自然
學測數學
物理學業
數學學業
英文學業",0,"--
--
--
--
--
--
--",--,
15119,資訊工程學系,6,6,"--
後標
均標
--
--
--
--","在校學業
學測數學
學測英文
學測國英數
學測國文
學測自然
數學學業",6,"15%
8
--
--
--
--
--",--,
