校系代碼,校系名稱,總錄取人數,招生名額,檢定標準,比序項目,第一輪錄取,第一輪比序,第二輪錄取,第二輪比序
04601,企業管理學系品牌行銷組（臺北）,7,7,"後標
後標
--
後標
--
--
--","在校學業
學測國英社
學測國文
學測英文
學測社會",5,"48%
--
--
--
--",2,"8%
--
--
--
--"
04602,企業管理學系企業管理組（臺北）,10,10,"後標
底標
底標
後標
--
--
--","在校學業
學測國英數社
學測國文
學測社會",9,"40%
--
--
--",1,"15%
--
--
--"
04602,"企業管理學系企業管理組（臺北）【外
加】",0,5,"後標
底標
底標
後標
--
--
--","在校學業
學測國英數社
學測國文
學測社會",0,"--
--
--
--",--,
04603,企業管理學系數位經營組（臺北）,10,10,"後標
--
後標
後標
--
--
--","在校學業
學測國數社
學測國文
學測數學
學測社會",5,"47%
--
--
--
--",5,"26%
--
--
--
--"
04604,會計學系會計審計組（臺北）,15,15,"後標
後標
後標
--
--
--
--","在校學業
數學學業
學測英文
英文學業
學測國文
國文學業",12,"48%
--
--
--
--
--",3,"18%
--
--
--
--
--"
04604,會計學系會計審計組（臺北）【外加】,0,2,"後標
後標
後標
--
--
--
--","在校學業
數學學業
學測英文
英文學業
學測國文
國文學業",0,"--
--
--
--
--
--",--,
04605,會計學系稅務規劃組（臺北）,15,15,"後標
後標
--
後標
--
--
--","在校學業
公社學業
學測英文
英文學業
學測國文
國文學業",7,"36%
--
--
--
--
--",8,"36%
--
--
--
--
--"
04605,會計學系稅務規劃組（臺北）【外加】,0,3,"後標
後標
--
後標
--
--
--","在校學業
公社學業
學測英文
英文學業
學測國文
國文學業",0,"--
--
--
--
--
--",--,
04606,財務金融學系國際金融管理組（臺北）,7,7,"底標
--
--
--
--
--
--","在校學業
學測國文
學測英文
學測社會",7,"25%
--
--
--",--,
04606,"財務金融學系國際金融管理組（臺北）
【外加】",0,2,"底標
--
--
--
--
--
--","在校學業
學測國文
學測英文
學測社會",0,"--
--
--
--",--,
04607,財務金融學系財務金融組（臺北）,21,21,"底標
--
--
--
--
--
--","在校學業
學測國文
學測英文
學測數學",21,"32%
12
--
--",--,
04607,"財務金融學系財務金融組（臺北）【外
加】",0,3,"底標
--
--
--
--
--
--","在校學業
學測國文
學測英文
學測數學",0,"--
--
--
--",--,
04608,"風險管理與保險學系保險金融與行銷組
（臺北）",9,9,"底標
--
--
--
--
--
--","在校學業
學測英文
學測國文",3,"44%
--
--",6,"45%
--
--"
04608,"風險管理與保險學系保險金融與行銷組
（臺北）【外加】",0,5,"底標
--
--
--
--
--
--","在校學業
學測英文
學測國文",0,"--
--
--",--,
04609,"風險管理與保險學系風險管理組（臺北
）",6,9,"--
底標
底標
--
--
--
--","在校學業
學測英文
學測數學",0,"--
--
--",6,"48%
--
--"
04610,國際企業學系跨境電商經營組（臺北）,8,8,"後標
後標
後標
--
--
--
--","在校學業
學測英文
學測數學
學測國文",2,"42%
--
--
--",6,"34%
--
--
--"
04611,國際企業學系外貿行銷管理組（臺北）,13,13,"後標
後標
--
後標
--
--
--","在校學業
學測英文
學測國文
學測社會",13,"41%
--
--
--",--,
04611,"國際企業學系外貿行銷管理組（臺北）
【外加】",0,4,"後標
後標
--
後標
--
--
--","在校學業
學測英文
學測國文
學測社會",0,"--
--
--
--",--,
04612,國際企業學系全球運籌營運組（臺北）,9,9,"後標
--
--
後標
--
--
--","在校學業
學測國文
學測社會
學測英文",4,"45%
--
--
--",5,"29%
12
--
--"
