校系代碼,校系名稱,總錄取人數,招生名額,檢定標準,比序項目,第一輪錄取,第一輪比序,第二輪錄取,第二輪比序
05101,企業管理學系,9,9,"底標
--
--
--
--
--
--","在校學業
學測國文",5,"49%
--",4,"48%
--"
05101,企業管理學系【外加】,0,1,"底標
--
--
--
--
--
--","在校學業
學測國文",0,"--
--",--,
05102,國際企業學系,2,8,"底標
--
--
--
--
--
--","在校學業
學測國文",2,"46%
--",--,
05102,國際企業學系【外加】,0,1,"底標
--
--
--
--
--
--","在校學業
學測國文",0,"--
--",--,
05103,會計資訊學系,1,8,"底標
--
--
--
--
--
--","在校學業
學測國文",1,"38%
--",--,
05103,會計資訊學系【外加】,0,1,"底標
--
--
--
--
--
--","在校學業
學測國文",0,"--
--",--,
05104,航運管理學系,19,19,"--
底標
--
--
--
--
--","在校學業
學測國文",14,"49%
--",5,"39%
--"
05104,航運管理學系【外加】,0,2,"--
底標
--
--
--
--
--","在校學業
學測國文",0,"--
--",--,
05105,土地管理與開發學系,5,5,"底標
--
--
--
--
--
--","在校學業
學測國文",4,"47%
--",1,"45%
--"
05105,土地管理與開發學系【外加】,0,1,"底標
--
--
--
--
--
--","在校學業
學測國文",0,"--
--",--,
05106,財務金融學系,6,7,"底標
--
--
--
--
--
--","在校學業
學測國文",4,"47%
--",2,"50%
--"
05106,財務金融學系【外加】,0,1,"底標
--
--
--
--
--
--","在校學業
學測國文",0,"--
--",--,
05107,創新應用管理學系,0,3,"底標
--
--
--
--
--
--","在校學業
學測國文",0,"--
--",--,
05107,創新應用管理學系【外加】,0,1,"底標
--
--
--
--
--
--","在校學業
學測國文",0,"--
--",--,
05108,觀光與餐飲管理學系,8,12,"底標
--
--
--
--
--
--","在校學業
學測國文",4,"43%
--",4,"48%
--"
05108,觀光與餐飲管理學系【外加】,0,1,"底標
--
--
--
--
--
--","在校學業
學測國文",0,"--
--",--,
05109,醫務管理學系,8,8,"底標
--
--
--
--
--
--","在校學業
學測國文",8,"36%
--",--,
05109,醫務管理學系【外加】,0,1,"底標
--
--
--
--
--
--","在校學業
學測國文",0,"--
--",--,
05110,"蘭花產業應用學士學位學程蘭花國際行
銷組",0,1,"底標
--
--
--
--
--
--","在校學業
學測國文",0,"--
--",--,
05110,"蘭花產業應用學士學位學程蘭花國際行
銷組【外加】",0,1,"底標
--
--
--
--
--
--","在校學業
學測國文",0,"--
--",--,
05111,"職業安全與衛生學系職業安全衛生管理
組",2,4,"底標
--
--
--
--
--
--","在校學業
學測社會",1,"37%
--",1,"44%
--"
05111,"職業安全與衛生學系職業安全衛生管理
組【外加】",0,1,"底標
--
--
--
--
--
--","在校學業
學測社會",0,"--
--",--,
05112,"職業安全與衛生學系職場健康促進管理
組",2,2,"--
--
--
底標
--
--
--","在校學業
學測國文",0,"--
--",2,"50%
--"
05113,"環境與食品安全檢驗學士學位學程食品
安全管理組",2,4,"底標
--
--
--
--
--
--","在校學業
學測英文",0,"--
--",2,"47%
--"
05113,"環境與食品安全檢驗學士學位學程食品
安全管理組【外加】",0,1,"底標
--
--
--
--
--
--","在校學業
學測英文",0,"--
--",--,
05114,消防安全學士學位學程消防實務管理組,1,2,"--
--
--
底標
--
--
--","在校學業
學測國文",1,"28%
--",--,
05115,消防安全學士學位學程火場鑑識組,1,3,"底標
--
--
--
--
--
--","在校學業
學測自然",0,"--
--",1,"38%
--"
05116,綠能與環境資源學系綠能產業管理組,0,2,"底標
--
--
--
--
--
--","在校學業
學測國文",0,"--
--",--,
05116,"綠能與環境資源學系綠能產業管理組【
外加】",0,1,"底標
--
--
--
--
--
--","在校學業
學測國文",0,"--
--",--,
05117,綠能與環境資源學系綠能產業實習組,0,1,"底標
--
--
--
--
--
--","在校學業
學測國文",0,"--
--",--,
05118,大眾傳播學系,10,15,"底標
--
--
--
--
--
--","在校學業
學測國文",6,"47%
--",4,"49%
--"
05118,大眾傳播學系【外加】,1,1,"底標
--
--
--
--
--
--","在校學業
學測國文",1,"35%
--",--,
05119,翻譯學系,4,7,"--
底標
--
--
--
--
--","在校學業
學測國文",0,"--
--",4,"47%
--"
05119,翻譯學系【外加】,0,1,"--
底標
--
--
--
--
--","在校學業
學測國文",0,"--
--",--,
05120,翻譯學系國際經貿翻譯組,0,2,"底標
--
--
--
--
--
--","在校學業
學測國文",0,"--
--",--,
05121,社會工作學系,12,12,"--
--
--
底標
--
--
--","在校學業
學測社會",8,"49%
--",4,"37%
--"
05121,社會工作學系【外加】,0,1,"--
--
--
底標
--
--
--","在校學業
學測社會",0,"--
--",--,
05122,應用日語學系語文溝通組,4,5,"底標
--
--
--
--
--
--","在校學業
學測國文",1,"41%
--",3,"39%
--"
05122,應用日語學系語文溝通組【外加】,0,1,"底標
--
--
--
--
--
--","在校學業
學測國文",0,"--
--",--,
05123,應用日語學系觀光文化組,3,3,"--
--
--
底標
--
--
--","在校學業
學測社會",2,"35%
--",1,"31%
--"
05124,應用哲學系公共參與組,1,1,"--
--
--
底標
--
--
--","在校學業
學測社會",1,"44%
--",--,
05125,應用哲學系社會關懷組,0,2,"--
--
--
底標
--
--
--","在校學業
學測社會",0,"--
--",--,
05125,應用哲學系社會關懷組【外加】,0,1,"--
--
--
底標
--
--
--","在校學業
學測社會",0,"--
--",--,
05126,東南亞文化與產業學士學位學程,4,5,"底標
--
--
--
--
--
--","在校學業
學測國文",2,"42%
--",2,"43%
--"
05126,"東南亞文化與產業學士學位學程【外加
】",0,1,"底標
--
--
--
--
--
--","在校學業
學測國文",0,"--
--",--,
05127,台灣文化創意產業學士學位學程,0,4,"底標
--
--
底標
--
--
--","在校學業
學測國文
學測社會",0,"--
--
--",--,
05127,"台灣文化創意產業學士學位學程【外加
】",0,1,"底標
--
--
底標
--
--
--","在校學業
學測國文
學測社會",0,"--
--
--",--,
05128,資訊暨設計學院學士班媒體設計組,2,4,"底標
--
--
--
--
--
--","在校學業
學測國文
學測社會",1,"47%
--
--",1,"41%
--
--"
05128,"資訊暨設計學院學士班媒體設計組【外
加】",0,1,"底標
--
--
--
--
--
--","在校學業
學測國文
學測社會",0,"--
--
--",--,
05129,資訊暨設計學院學士班數位內容設計組,2,5,"底標
--
--
--
--
--
--","在校學業
學測國文",1,"12%
--",1,"47%
--"
05129,"資訊暨設計學院學士班數位內容設計組
【外加】",0,1,"底標
--
--
--
--
--
--","在校學業
學測國文",0,"--
--",--,
05130,資訊暨設計學院學士班互動設計組,0,5,"--
--
--
底標
--
--
--","在校學業
學測社會",0,"--
--",--,
05130,"資訊暨設計學院學士班互動設計組【外
加】",0,1,"--
--
--
底標
--
--
--","在校學業
學測社會",0,"--
--",--,
05131,財務金融學系投資資訊組,3,3,"--
底標
--
--
--
--
--","在校學業
學測國文",2,"19%
--",1,"37%
--"
05132,應用日語學系經濟貿易組,1,3,"底標
--
--
--
--
--
--","在校學業
學測國文",0,"--
--",1,"40%
--"
05133,職業安全與衛生學系職業安全組,1,3,"--
--
--
--
底標
--
--","在校學業
學測國文",0,"--
--",1,"34%
--"
05134,"環境與食品安全檢驗學士學位學程環境
檢驗組",1,2,"--
--
--
--
底標
--
--","在校學業
學測數學",0,"--
--",1,"47%
--"
05135,消防安全學士學位學程消防防災技術組,0,2,"--
--
--
--
底標
--
--","在校學業
學測數學",0,"--
--",--,
05135,"消防安全學士學位學程消防防災技術組
【外加】",0,1,"--
--
--
--
底標
--
--","在校學業
學測數學",0,"--
--",--,
05136,綠能與環境資源學系綠能環境科技組,3,3,"--
--
--
--
底標
--
--","在校學業
學測自然",1,"25%
--",2,"40%
--"
05137,無人機應用學士學位學程,0,3,"底標
--
--
--
--
--
--","在校學業
學測國文",0,"--
--",--,
05137,無人機應用學士學位學程【外加】,0,1,"底標
--
--
--
--
--
--","在校學業
學測國文",0,"--
--",--,
05138,資訊暨設計學院學士班資訊管理組,2,4,"--
--
底標
--
--
--
--","在校學業
學測數學",1,"38%
--",1,"50%
--"
05138,"資訊暨設計學院學士班資訊管理組【外
加】",0,1,"--
--
底標
--
--
--
--","在校學業
學測數學",0,"--
--",--,
