校系代碼,校系名稱,總錄取人數,招生名額,檢定標準,比序項目,第一輪錄取,第一輪比序,第二輪錄取,第二輪比序
10001,教育學系,7,7,"均標
--
--
--
--
--
--","在校學業
學測國英數社
學測國文
學測英文
學測數學
學測社會
國文學業",7,"8%
38
--
--
--
--
--",--,
10001,教育學系【外加】,1,1,"均標
--
--
--
--
--
--","在校學業
學測國英數社
學測國文
學測英文
學測數學
學測社會
國文學業",0,"--
--
--
--
--
--
--",1,"26%
--
--
--
--
--
--"
10002,輔導與諮商學系,4,8,"均標
前標
均標
均標
--
--
C級","在校學業
學測國文
學測英文
學測數學
學測社會
國文學業
英文學業",3,"30%
--
--
--
--
--
--",1,"11%
--
--
--
--
--
--"
10002,輔導與諮商學系【外加】,0,3,"均標
前標
均標
均標
--
--
C級","在校學業
學測國文
學測英文
學測數學
學測社會
國文學業
英文學業",0,"--
--
--
--
--
--
--",--,
10003,特殊教育學系,9,9,"均標
--
--
--
--
--
--","在校學業
學測國文
學測英文
學測社會
國文學業
英文學業
學測國英數社",9,"17%
--
--
--
--
--
--",--,
10003,特殊教育學系【外加】,0,1,"均標
--
--
--
--
--
--","在校學業
學測國文
學測英文
學測社會
國文學業
英文學業
學測國英數社",0,"--
--
--
--
--
--
--",--,
10004,幼兒教育學系,5,5,"均標
--
--
--
--
--
--","在校學業
學測國英數社
學測國文
學測英文
學測數學
學測社會
國文學業",5,"9%
39
--
--
--
--
--",--,
10004,幼兒教育學系【外加】,0,1,"均標
--
--
--
--
--
--","在校學業
學測國英數社
學測國文
學測英文
學測數學
學測社會
國文學業",0,"--
--
--
--
--
--
--",--,
10005,數位學習設計與管理學系,8,8,"後標
--
--
--
--
--
--","在校學業
學測國英數
學測國文
學測數學
學測英文
國文學業
英文學業",8,"11%
--
--
--
--
--
--",--,
10005,數位學習設計與管理學系【外加】,1,2,"後標
--
--
--
--
--
--","在校學業
學測國英數
學測國文
學測數學
學測英文
國文學業
英文學業",1,"12%
--
--
--
--
--
--",--,
10006,中國文學系,6,7,"均標
均標
--
均標
--
--
--","在校學業
學測國文
學測社會
學測英文",1,"9%
--
--
--",5,"26%
--
--
--"
10006,中國文學系【外加】,0,2,"均標
均標
--
均標
--
--
--","在校學業
學測國文
學測社會
學測英文",0,"--
--
--
--",--,
10007,應用歷史學系,10,10,"均標
底標
--
均標
--
--
--","在校學業
學測社會
學測國社
學測國文
歷史學業
國文學業
學測英文",5,"28%
--
--
--
--
--
--",5,"22%
--
--
--
--
--
--"
10007,應用歷史學系【外加】,0,1,"均標
底標
--
均標
--
--
--","在校學業
學測社會
學測國社
學測國文
歷史學業
國文學業
學測英文",0,"--
--
--
--
--
--
--",--,
10008,外國語言學系英語教學組,8,8,"均標
前標
--
--
--
--
--","在校學業
學測英文
學測國文
英文學業
國文學業
學測社會",3,"19%
--
--
--
--
--",5,"16%
--
--
--
--
--"
