校系代碼,校系名稱,總錄取人數,招生名額,檢定標準,比序項目,第一輪錄取,第一輪比序,第二輪錄取,第二輪比序
10801,傳播學系,3,4,"均標
--
--
--
--
--
--","在校學業
學測國文
國文學業
公社學業",2,"39%
--
--
--",1,"48%
--
--
--"
10801,傳播學系【外加】,0,2,"均標
--
--
--
--
--
--","在校學業
學測國文
國文學業
公社學業",0,"--
--
--
--",--,
10802,兒童發展與家庭教育學系,7,7,"底標
--
--
底標
--
--
--","在校學業
學測國文
學測英文
國文學業",3,"44%
--
--
--",4,"44%
--
--
--"
10802,兒童發展與家庭教育學系【外加】,0,2,"底標
--
--
底標
--
--
--","在校學業
學測國文
學測英文
國文學業",0,"--
--
--
--",--,
10803,社會工作學系,5,5,"後標
--
--
--
--
--
--","在校學業
學測國文
學測社會
學測英文
學測國英社",5,"46%
--
--
--
--",--,
10803,社會工作學系【外加】,2,2,"後標
--
--
--
--
--
--","在校學業
學測國文
學測社會
學測英文
學測國英社",2,"49%
--
--
--
--",--,
10804,人類發展與心理學系,2,8,"--
--
底標
--
--
--
--","在校學業
學測數學
學測英文
學測國文",1,"13%
--
--
--",1,"45%
--
--
--"
10804,人類發展與心理學系【外加】,0,1,"--
--
底標
--
--
--
--","在校學業
學測數學
學測英文
學測國文",0,"--
--
--
--",--,
10805,東方語文學系中文組,1,2,"底標
--
--
--
--
--
--","在校學業
學測國文
國文學業
歷史學業",0,"--
--
--
--",1,"27%
--
--
--"
10805,東方語文學系中文組【外加】,0,1,"底標
--
--
--
--
--
--","在校學業
學測國文
國文學業
歷史學業",0,"--
--
--
--",--,
10806,東方語文學系日文組,1,3,"底標
--
--
--
--
--
--","在校學業
學測國文
國文學業
歷史學業",1,"29%
--
--
--",--,
10806,東方語文學系日文組【外加】,0,1,"底標
--
--
--
--
--
--","在校學業
學測國文
國文學業
歷史學業",0,"--
--
--
--",--,
10807,英美語文學系,1,3,"--
後標
--
--
--
--
--","在校學業
學測英文
英文學業
國文學業",0,"--
--
--
--",1,"45%
--
--
--"
10807,英美語文學系【外加】,0,1,"--
後標
--
--
--
--
--","在校學業
學測英文
英文學業
國文學業",0,"--
--
--
--",--,
10808,醫學資訊學系,5,9,"--
--
後標
--
--
--
--","在校學業
學測數學
學測英文
學測自然",3,"42%
--
--
--",2,"32%
--
--
--"
10808,醫學資訊學系【外加】,0,2,"--
--
後標
--
--
--
--","在校學業
學測數學
學測英文
學測自然",0,"--
--
--
--",--,
10809,醫學檢驗生物技術學系,9,9,"--
均標
--
--
均標
--
--","在校學業
學測國英數自
學測英文
學測自然
英文學業
生物學業
化學學業",9,"16%
--
--
--
--
--
--",--,
10810,公共衛生學系,5,5,"--
後標
--
--
--
--
--","在校學業
學測數學
學測國文",5,"33%
--
--",--,
10810,公共衛生學系【外加】,0,2,"--
後標
--
--
--
--
--","在校學業
學測數學
學測國文",0,"--
--
--",--,
10811,護理學系,32,32,"後標
後標
--
--
後標
--
--","在校學業
學測自然
學測英文
學測國文",32,"30%
--
--
--",--,
10811,護理學系【外加】,1,2,"後標
後標
--
--
後標
--
--","在校學業
學測自然
學測英文
學測國文",1,"32%
--
--
--",--,
10812,物理治療學系,8,8,"--
均標
--
--
均標
--
--","在校學業
學測英文
學測自然",8,"12%
--
--",--,
10812,物理治療學系【外加】,0,2,"--
均標
--
--
均標
--
--","在校學業
學測英文
學測自然",0,"--
--
--",--,
10813,生命科學系,4,4,"--
--
--
--
均標
--
--","在校學業
學測英文
學測自然
學測數學
學測國文
生物學業
化學學業",4,"31%
--
--
--
--
--
--",--,
10813,生命科學系【外加】,0,1,"--
--
--
--
均標
--
--","在校學業
學測英文
學測自然
學測數學
學測國文
生物學業
化學學業",0,"--
--
--
--
--
--
--",--,
10814,分子生物暨人類遺傳學系,5,5,"--
--
--
--
後標
--
--","在校學業
學測英數自
學測自然
學測英文
學測數學
英文學業
數學學業",5,"28%
--
--
--
--
--
--",--,
