校系代碼,校系名稱,總錄取人數,招生名額,檢定標準,比序項目,第一輪錄取,第一輪比序,第二輪錄取,第二輪比序
02701,中國文學系,16,16,"前標
均標
--
前標
--
--
--","在校學業
學測國文
學測英文
學測社會
國文學業
英文學業
歷史學業",16,"6%
13
13
--
--
--
--",--,
02702,外國語文學系,7,7,"前標
前標
--
前標
--
--
--","在校學業
學測英文
學測國文
學測社會
學測國英社
英文學業
國文學業",7,"4%
--
--
--
--
--
--",--,
02703,劇場藝術學系,1,1,"均標
均標
--
均標
--
--
--","在校學業
學測國英社
學測國文
學測英文
學測社會
國文學業
英文學業",1,"2%
34
--
--
--
--
--",--,
02704,企業管理學系,10,10,"均標
均標
均標
--
--
--
--","在校學業
學測英文
學測數學
學測國文
英文學業
數學學業
國文學業",10,"3%
12
--
--
--
--
--",--,
02705,資訊管理學系,5,5,"均標
均標
均標
--
--
--
--","在校學業
學測數學
學測英文
學測國文
數學學業
英文學業
國文學業",5,"2%
7
11
--
--
--
--",--,
02706,財務管理學系,7,7,"均標
均標
均標
--
--
--
--","在校學業
學測數學
學測英文
學測國文
數學學業
英文學業
國文學業",7,"2%
9
14
--
--
--
--",--,
02706,財務管理學系【外加】,0,2,"均標
均標
均標
--
--
--
--","在校學業
學測數學
學測英文
學測國文
數學學業
英文學業
國文學業",0,"--
--
--
--
--
--
--",--,
02707,政治經濟學系,6,6,"--
均標
均標
--
--
--
--","在校學業
學測英文
學測數學
學測國文
學測社會
英文學業
數學學業",6,"2%
--
--
--
--
--
--",--,
02708,社會學系,4,4,"--
均標
--
均標
--
--
--","在校學業
公社學業
英文學業
學測英社
學測社會
學測英文
學測數學",4,"2%
1%
--
--
--
--
--",--,
02708,社會學系【外加】,0,1,"--
均標
--
均標
--
--
--","在校學業
公社學業
英文學業
學測英社
學測社會
學測英文
學測數學",0,"--
--
--
--
--
--
--",--,
02709,人文暨科技跨領域學士學位學程,1,1,"均標
--
均標
--
--
--
--","在校學業
學測國文
學測數學
學測英文
國文學業
數學學業
英文學業",1,"3%
12
--
--
--
--
--",--,
02710,化學系,8,8,"均標
均標
均標
--
前標
--
--","在校學業
學測自然
學測數學
化學學業
物理學業
數學學業
學測英文",8,"2%
12
7
4%
1%
--
--",--,
02710,化學系【外加】,0,1,"均標
均標
均標
--
前標
--
--","在校學業
學測自然
學測數學
化學學業
物理學業
數學學業
學測英文",0,"--
--
--
--
--
--
--",--,
02711,物理學系,10,10,"均標
均標
均標
--
均標
--
--","在校學業
物理學業
數學學業
學測自然
學測數學
英文學業
國文學業",10,"2%
2%
--
--
--
--
--",--,
02711,物理學系【外加】,0,1,"均標
均標
均標
--
均標
--
--","在校學業
物理學業
數學學業
學測自然
學測數學
英文學業
國文學業",0,"--
--
--
--
--
--
--",--,
02712,應用數學系,8,8,"均標
均標
前標
--
前標
--
--","在校學業
學測數學
學測國英數自
學測自然
學測英文
數學學業
物理學業",8,"19%
--
--
--
--
--
--",--,
02713,電機工程學系,18,18,"--
前標
頂標
--
前標
--
--","在校學業
學測英數自
學測數學
學測自然
學測英文
數學學業
英文學業",13,"15%
--
--
--
--
--
--",5,"11%
--
--
--
--
--
--"
02713,電機工程學系【外加】,0,1,"--
前標
頂標
--
前標
--
--","在校學業
學測英數自
學測數學
學測自然
學測英文
數學學業
英文學業",0,"--
--
--
--
--
--
--",--,
02714,機械與機電工程學系,16,16,"均標
均標
前標
--
前標
--
--","在校學業
學測數學
學測自然
學測英文
學測國文
數學學業
物理學業",16,"10%
--
--
--
--
--
--",--,
02714,機械與機電工程學系【外加】,0,1,"均標
均標
前標
--
前標
--
--","在校學業
學測數學
學測自然
學測英文
學測國文
數學學業
物理學業",0,"--
--
--
--
--
--
--",--,
02715,資訊工程學系,7,7,"--
前標
頂標
--
頂標
--
--","在校學業
學測英數自
學測數學
學測自然
學測英文
數學學業
物理學業",7,"14%
--
--
--
--
--
--",--,
02716,光電工程學系,5,5,"均標
前標
前標
--
前標
--
--","在校學業
學測英數自
學測數學
學測自然
學測英文
物理學業
化學學業",5,"13%
--
--
--
--
--
--",--,
02716,光電工程學系【外加】,0,1,"均標
前標
前標
--
前標
--
--","在校學業
學測英數自
學測數學
學測自然
學測英文
物理學業
化學學業",0,"--
--
--
--
--
--
--",--,
02717,材料與光電科學學系,10,10,"前標
前標
前標
--
前標
--
--","在校學業
學測數學
學測自然
學測英文
學測國文
數學學業
物理學業",10,"16%
--
--
--
--
--
--",--,
