校系代碼,校系名稱,總錄取人數,招生名額,檢定標準,比序項目,第一輪錄取,第一輪比序,第二輪錄取,第二輪比序
01801,英國語文學系,13,15,"--
均標
--
--
--
--
B級","在校學業
學測英文
學測國文
學測社會
英文學業
國文學業
公社學業",6,"32%
--
--
--
--
--
--",7,"49%
--
--
--
--
--
--"
01801,英國語文學系【外加】,0,1,"--
均標
--
--
--
--
B級","在校學業
學測英文
學測國文
學測社會
英文學業
國文學業
公社學業",0,"--
--
--
--
--
--
--",--,
01802,西班牙語文學系,17,17,"--
後標
--
--
--
--
--","在校學業
學測國英
學測英文
學測國文
學測社會
英文學業
國文學業",6,"38%
--
--
--
--
--
--",11,"37%
--
--
--
--
--
--"
01802,西班牙語文學系【外加】,0,1,"--
後標
--
--
--
--
--","在校學業
學測國英
學測英文
學測國文
學測社會
英文學業
國文學業",0,"--
--
--
--
--
--
--",--,
01803,日本語文學系,21,21,"均標
--
--
--
--
--
--","在校學業
學測國文
學測社會
學測英文
學測國社
地理學業
歷史學業",11,"40%
--
--
--
--
--
--",10,"39%
--
--
--
--
--
--"
01803,日本語文學系【外加】,0,1,"均標
--
--
--
--
--
--","在校學業
學測國文
學測社會
學測英文
學測國社
地理學業
歷史學業",0,"--
--
--
--
--
--
--",--,
01804,中國文學系,9,17,"均標
--
--
--
--
--
--","在校學業
學測國文
學測國英社
學測社會
國文學業
歷史學業
地理學業",2,"39%
--
--
--
--
--
--",7,"45%
--
--
--
--
--
--"
01804,中國文學系【外加】,0,1,"均標
--
--
--
--
--
--","在校學業
學測國文
學測國英社
學測社會
國文學業
歷史學業
地理學業",0,"--
--
--
--
--
--
--",--,
01805,社會工作與兒童少年福利學系,18,18,"後標
--
--
--
--
--
--","在校學業
學測國英
學測國文
學測英文
學測社會
國文學業
英文學業",18,"38%
18
--
--
--
--
--",--,
01805,社會工作與兒童少年福利學系【外加】,1,1,"後標
--
--
--
--
--
--","在校學業
學測國英
學測國文
學測英文
學測社會
國文學業
英文學業",1,"33%
--
--
--
--
--
--",--,
01806,台灣文學系,8,8,"後標
--
--
後標
--
--
--","在校學業
學測國社
學測國文
學測社會
國文學業
歷史學業
地理學業",0,"--
--
--
--
--
--
--",8,"50%
--
--
--
--
--
--"
01806,台灣文學系【外加】,0,1,"後標
--
--
後標
--
--
--","在校學業
學測國社
學測國文
學測社會
國文學業
歷史學業
地理學業",0,"--
--
--
--
--
--
--",--,
01807,法律學系,18,18,"均標
後標
--
--
--
--
--","在校學業
學測英文
學測社會
學測國英
學測數學
英文學業
數學學業",18,"45%
--
--
--
--
--
--",--,
01807,法律學系【外加】,0,1,"均標
後標
--
--
--
--
--","在校學業
學測英文
學測社會
學測國英
學測數學
英文學業
數學學業",0,"--
--
--
--
--
--
--",--,
01808,生態人文學系,6,6,"後標
--
--
--
--
--
--","在校學業
學測國文
學測英文
國文學業
英文學業
數學學業
生物學業",2,"50%
--
--
--
--
--
--",4,"41%
--
--
--
--
--
--"
01808,生態人文學系【外加】,0,1,"後標
--
--
--
--
--
--","在校學業
學測國文
學測英文
國文學業
英文學業
數學學業
生物學業",0,"--
--
--
--
--
--
--",--,
01809,大眾傳播學系,9,9,"均標
--
--
--
--
--
--","在校學業
學測國英
學測國文
學測英文
國文學業
英文學業
公社學業",6,"48%
--
--
--
--
--
--",3,"31%
--
--
--
--
--
--"
