校系代碼,校系名稱,總錄取人數,招生名額,檢定標準,比序項目,第一輪錄取,第一輪比序,第二輪錄取,第二輪比序
10101,西洋語文學系,--,10,"--
均標
--
--
--
--
--","在校學業
學測英文
英語文學業
學測國文
國語文學業
學測社會
公民與社會學業",--,"--
--
--
--
--
--
--",--,尚無資料
10102,運動健康與休閒學系,--,8,"後標
後標
--
後標
--
--
--","在校學業
學測國英數B
學測英文
學測國文
學測數學B
英語文學業
國語文學業",--,"--
--
--
--
--
--
--",--,尚無資料
10103,東亞語文學系日語組,--,2,"均標
均標
--
--
均標
--
--","在校學業
學測英文
英語文學業
學測國文
國語文學業
學測社會
公民與社會學業",--,"--
--
--
--
--
--
--",--,尚無資料
10104,東亞語文學系韓語組,--,2,"均標
均標
--
--
均標
--
--","在校學業
學測英文
英語文學業
學測國文
國語文學業
學測社會
公民與社會學業",--,"--
--
--
--
--
--
--",--,尚無資料
10105,東亞語文學系越語組,--,2,"均標
均標
--
--
均標
--
--","在校學業
學測英文
英語文學業
學測國文
國語文學業
學測社會
公民與社會學業",--,"--
--
--
--
--
--
--",--,尚無資料
10106,法律學系,--,8,"均標
均標
--
--
均標
--
--","在校學業
學測國文
學測英文
學測社會
國語文學業
英語文學業
公民與社會學業",--,"--
--
--
--
--
--
--",--,尚無資料
10107,政治法律學系,--,10,"均標
均標
--
--
均標
--
--","在校學業
學測國英社
學測英文
學測國文
學測社會
公民與社會學業
國語文學業",--,"--
--
--
--
--
--
--",--,尚無資料
10108,財經法律學系,--,8,"前標
均標
--
均標
均標
--
--","在校學業
學測國文
學測英文
學測數學B
學測社會
國語文學業
英語文學業",--,"--
--
--
--
--
--
--",--,尚無資料
10109,應用經濟學系,--,9,"均標
均標
--
前標
--
--
--","在校學業
學測國英數B
學測數學B
學測英文
學測國文
數學學業
英語文學業",--,"--
--
--
--
--
--
--",--,尚無資料
10110,亞太工商管理學系企業管理組,--,10,"均標
均標
--
--
--
--
--","在校學業
學測國英數B
學測英文
學測數學B
英語文學業
數學學業
國語文學業",--,"--
--
--
--
--
--
--",--,尚無資料
10111,資訊管理學系,--,8,"均標
均標
--
均標
--
--
--","在校學業
學測英文
學測數學B
學測國文
學測國英數B
英語文學業
數學學業",--,"--
--
--
--
--
--
--",--,尚無資料
10112,金融管理學系,--,7,"均標
均標
--
均標
均標
--
--","在校學業
學測英文
學測數學B
學測國文
英語文學業
數學學業
國語文學業",--,"--
--
--
--
--
--
--",--,尚無資料
10113,工藝與創意設計學系,--,6,"後標
後標
--
--
後標
--
--","在校學業
學測國文
學測社會
學測英文
公民與社會學業
歷史學業
地球科學學業",--,"--
--
--
--
--
--
--",--,尚無資料
10114,亞太工商管理學系工業管理組,--,10,"均標
--
--
--
--
--
--","在校學業
學測國英數A
學測數學A
學測英文
數學學業
英語文學業
國語文學業",--,"--
--
--
--
--
--
--",--,尚無資料
10115,應用數學系,--,9,"均標
--
均標
--
--
均標
--","在校學業
學測數學A
學測自然
學測國文
數學學業
物理學業
學測英文",--,"--
--
--
--
--
--
--",--,尚無資料
10116,應用化學系,--,8,"--
均標
均標
--
--
均標
--","在校學業
學測英數A自
學測自然
學測數學A
學測英文
化學學業
物理學業",--,"--
--
--
--
--
--
--",--,尚無資料
10117,應用物理學系,--,10,"--
均標
均標
--
--
均標
--","在校學業
學測自然
學測數學A
學測英文
物理學業
數學學業
學測英數A自",--,"--
--
--
--
--
--
--",--,尚無資料
10118,電機工程學系,--,20,"--
均標
均標
--
--
均標
--","在校學業
學測數學A
學測自然
學測英文
數學學業
物理學業
英語文學業",--,"--
--
--
--
--
--
--",--,尚無資料
10119,土木與環境工程學系土木工程組,--,5,"均標
--
均標
--
--
均標
--","在校學業
學測國數A自
英語文學業
地球科學學業
學測自然
學測數學A
學測英文",--,"--
--
--
--
--
--
--",--,尚無資料
10120,土木與環境工程學系環境工程組,--,5,"均標
--
均標
--
--
均標
--","在校學業
學測國數A自
英語文學業
地球科學學業
學測自然
學測數學A
學測英文",--,"--
--
--
--
--
--
--",--,尚無資料
10121,化學工程及材料工程學系,--,11,"均標
均標
均標
--
--
均標
--","在校學業
學測自然
學測數學A
學測英文
國語文學業
化學學業
數學學業",--,"--
--
--
--
--
--
--",--,尚無資料
10122,資訊工程學系,--,10,"--
均標
均標
--
--
均標
--","在校學業
數學學業
物理學業
英語文學業
學測數學A
學測自然
學測英文",--,"--
--
--
--
--
--
--",--,尚無資料
10123,建築學系,--,5,"均標
均標
後標
--
--
--
--","在校學業
學測國文
學測英文
學測數學A
國語文學業
英語文學業
數學學業",--,"--
--
--
--
--
--
--",--,尚無資料
10124,生命科學系,--,8,"--
後標
後標
--
--
均標
--","在校學業
學測自然
學測英文
學測數學A
生物學業
化學學業
英語文學業",--,"--
--
--
--
--
--
--",--,尚無資料
