校系代碼,校系名稱,總錄取人數,招生名額,檢定標準,比序項目,第一輪錄取,第一輪比序,第二輪錄取,第二輪比序
11101,餐旅管理學系,0,7,"底標
--
--
--
--
--
--","在校學業
學測國文
學測社會
國語文學業
公社學業
歷史學業
學測自然",0,"--
--
--
--
--
--
--",--,
11101,餐旅管理學系【外加】,0,1,"底標
--
--
--
--
--
--","在校學業
學測國文
學測社會
國語文學業
公社學業
歷史學業
學測自然",0,"--
--
--
--
--
--
--",--,
11102,烘焙管理學系,1,6,"底標
--
--
--
--
--
--","在校學業
學測國文
學測社會
國語文學業
公社學業
歷史學業
學測自然",1,"49%
--
--
--
--
--
--",--,
11102,烘焙管理學系【外加】,0,2,"底標
--
--
--
--
--
--","在校學業
學測國文
學測社會
國語文學業
公社學業
歷史學業
學測自然",0,"--
--
--
--
--
--
--",--,
11103,幼兒教育學系（師資培育學系）,0,6,"底標
--
--
--
--
--
--","在校學業
學測國文
學測社會
國語文學業
學測英文
公社學業
學測國英社自",0,"--
--
--
--
--
--
--",--,
11103,"幼兒教育學系（師資培育學系）【外加
】",0,1,"底標
--
--
--
--
--
--","在校學業
學測國文
學測社會
國語文學業
學測英文
公社學業
學測國英社自",0,"--
--
--
--
--
--
--",--,
