校系代碼,校系名稱,總錄取人數,招生名額,檢定標準,比序項目,第一輪錄取,第一輪比序,第二輪錄取,第二輪比序
06001,休閒運動學系,6,6,"底標
底標
底標
底標
--
--
--","在校學業
學測國文
學測英文
學測數學
學測社會",6,"29%
--
--
--
--",--,
06002,運動事業管理學系,20,20,"後標
後標
後標
後標
--
--
--","在校學業
學測英文
學測國文",20,"40%
9
13",--,
06003,運動資訊與傳播學系(傳播組),9,9,"後標
後標
--
後標
--
--
--","在校學業
學測英文
學測國文",9,"19%
--
--",--,
06003,運動資訊與傳播學系(傳播組)【外加】,0,1,"後標
後標
--
後標
--
--
--","在校學業
學測英文
學測國文",0,"--
--
--",--,
06004,運動資訊與傳播學系(資訊組),11,11,"後標
後標
後標
--
後標
--
--","在校學業
學測數學
學測自然
學測英文",11,"42%
9
--
--",--,
06004,運動資訊與傳播學系(資訊組)【外加】,0,1,"後標
後標
後標
--
後標
--
--","在校學業
學測數學
學測自然
學測英文",0,"--
--
--
--",--,
06005,體育學系,25,25,"底標
底標
底標
--
--
--
--","在校學業
學測國英
學測國文
國文學業",20,"50%
--
--
--",5,"38%
21
--
--"
06005,體育學系【外加】,2,2,"底標
底標
底標
--
--
--
--","在校學業
學測國英
學測國文
國文學業",2,"35%
--
--
--",--,
06006,運動健康科學學系,11,11,"後標
均標
後標
--
均標
--
--","在校學業
學測自然
學測英文
學測數學
學測國文",11,"48%
--
--
--
--",--,
06006,運動健康科學學系【外加】,0,2,"後標
均標
後標
--
均標
--
--","在校學業
學測自然
學測英文
學測數學
學測國文",0,"--
--
--
--
--",--,
