校系代碼,校系名稱,總錄取人數,招生名額,檢定標準,比序項目,第一輪錄取,第一輪比序,第二輪錄取,第二輪比序
02501,生物醫學工程學系,3,3,"均標
前標
前標
--
前標
--
--","在校學業
學測英數自
學測自然
學測數學
學測英文",3,"2%
42
--
--
--",--,
02502,牙醫學系,2,2,"頂標
頂標
頂標
--
頂標
--
A級","在校學業
學測國英數自
生物學業
化學學業
數學學業
英文學業
物理學業",2,"4%
--
--
--
--
--
--",--,
02503,醫學生物技術暨檢驗學系,5,5,"均標
前標
前標
--
前標
--
--","在校學業
學測國英數自
學測英文
學測自然
學測國文",5,"2%
53
--
--
--",--,
02504,生物醫學影像暨放射科學系,5,5,"均標
前標
前標
--
前標
--
B級","在校學業
學測數學
學測英文
學測自然
學測國文",5,"3%
14
--
--
--",--,
02504,生物醫學影像暨放射科學系【外加】,0,1,"均標
前標
前標
--
前標
--
B級","在校學業
學測數學
學測英文
學測自然
學測國文",0,"--
--
--
--
--",--,
02505,護理學系,5,5,"均標
均標
--
--
均標
--
--","在校學業
學測國英自
學測自然
學測英文
學測國文",5,"2%
39
--
--
--",--,
02506,物理治療暨輔助科技學系,5,5,"前標
前標
前標
--
前標
--
--","在校學業
學測國英數自
學測英文
學測數學
學測自然
學測國文",5,"9%
53
--
--
--
--",--,
02507,生命科學系暨基因體科學研究所,4,4,"均標
前標
前標
--
前標
--
--","在校學業
學測國英數自
學測自然
學測英文
學測數學",4,"3%
56
--
--
--",--,
02508,藥學系,3,3,"--
前標
均標
--
前標
--
--","在校學業
學測英數自
學測英文
學測自然
學測數學",3,"1%
44
--
--
--",--,
02509,學士班大一大二不分系,4,4,"--
前標
前標
--
前標
--
--","在校學業
學測自然
學測英文
學測數學",4,"2%
13
15
13",--,
