校系代碼,校系名稱,總錄取人數,招生名額,檢定標準,比序項目,第一輪錄取,第一輪比序,第二輪錄取,第二輪比序
10901,醫務管理學系,10,10,"均標
均標
均標
--
--
--
--","在校學業
學測國英數
學測英文
學測數學
學測國文
英文學業
國文學業",5,"28%
--
--
--
--
--
--",5,"17%
--
--
--
--
--
--"
10902,牙醫學系,11,11,"均標
均標
均標
--
均標
--
--","在校學業
學測國英數自
學測英文
學測自然
學測國文
英文學業
數學學業",11,"1%
59
15
--
--
--
--",--,
10903,藥學系藥學組,24,24,"--
均標
前標
--
前標
--
--","在校學業
學測國英數自
學測數學
學測自然
學測英文
學測國文",24,"1%
49
--
--
--
--",--,
10903,藥學系藥學組【外加】,1,1,"--
均標
前標
--
前標
--
--","在校學業
學測國英數自
學測數學
學測自然
學測英文
學測國文",1,"20%
--
--
--
--
--",--,
10904,醫學檢驗暨生物技術學系,10,10,"均標
均標
均標
--
均標
--
--","在校學業
學測國英數自
學測英文
學測自然
英文學業
化學學業
生物學業",10,"2%
54
--
--
--
--
--",--,
10905,護理學系,7,7,"--
均標
--
--
均標
--
--","在校學業
學測國英數自
學測英文
學測自然
學測數學
生物學業
數學學業",7,"4%
--
--
--
--
--
--",--,
10906,保健營養學系,7,7,"均標
均標
均標
--
均標
--
--","在校學業
學測自然
學測英文
學測數學
學測國文",7,"4%
11
14
--
--",--,
10907,公共衛生學系,8,8,"均標
均標
均標
--
均標
--
--","在校學業
學測數學
學測英文
學測自然
學測國文
化學學業",8,"10%
--
--
--
--
--",--,
10908,呼吸治療學系,6,6,"--
均標
均標
均標
均標
--
--","在校學業
學測英數社自
學測自然
學測英文
學測數學",6,"3%
49
--
--
--",--,
10909,高齡健康管理學系,12,12,"--
均標
--
--
均標
--
--","在校學業
學測國英社自
學測自然
學測英文
國文學業
英文學業
歷史學業",12,"8%
--
--
--
--
--
--",--,
10910,牙體技術學系,8,8,"--
均標
均標
--
均標
--
--","在校學業
學測國英數自
學測自然
學測英文
學測國文
化學學業
生物學業",8,"3%
41
11
--
--
--
--",--,
10911,口腔衛生學系,6,6,"--
均標
--
--
均標
--
--","在校學業
學測英自
學測英文
學測自然
英文學業
生物學業
數學學業",6,"8%
21
12
--
--
--
--",--,
10911,口腔衛生學系【外加】,0,2,"--
均標
--
--
均標
--
--","在校學業
學測英自
學測英文
學測自然
英文學業
生物學業
數學學業",0,"--
--
--
--
--
--
--",--,
10912,生物醫學工程學系,6,6,"均標
均標
均標
--
前標
--
--","在校學業
學測自然
學測英文
學測數學
學測國文",6,"2%
12
11
--
--",--,
10913,食品安全學系,6,6,"均標
均標
均標
--
均標
--
--","在校學業
學測英數自
學測自然
學測數學
學測英文",6,"4%
33
--
--
--",--,
