校系代碼,校系名稱,總錄取人數,招生名額,檢定標準,比序項目,第一輪錄取,第一輪比序,第二輪錄取,第二輪比序
04701,新聞學系,16,15,"均標
均標
--
--
--
--
--","在校學業
學測英文
學測國文
學測總級分",16,"15%＊
9
12
43",--,
04701,新聞學系【外加】,2,8,"均標
均標
--
--
--
--
--","在校學業
學測英文
學測國文
學測總級分",2,"30%
--
--
--",--,
04702,廣播電視電影學系廣播組,13,13,"--
均標
--
--
--
均標
--","在校學業
學測總級分
學測英文
英文學業
國文學業",13,"19%
--
--
--
--",--,
04702,廣播電視電影學系廣播組【外加】,0,1,"--
均標
--
--
--
均標
--","在校學業
學測總級分
學測英文
英文學業
國文學業",0,"--
--
--
--
--",--,
04703,廣播電視電影學系電視組,19,19,"--
均標
--
--
--
均標
--","在校學業
學測總級分
學測英文
英文學業
國文學業",19,"20%
46
--
--
--",--,
04703,廣播電視電影學系電視組【外加】,1,1,"--
均標
--
--
--
均標
--","在校學業
學測總級分
學測英文
英文學業
國文學業",1,"34%
--
--
--
--",--,
04704,廣播電視電影學系電影組,13,13,"--
均標
--
--
--
均標
--","在校學業
學測總級分
學測英文
英文學業
國文學業",13,"22%
--
--
--
--",--,
04704,廣播電視電影學系電影組【外加】,0,1,"--
均標
--
--
--
均標
--","在校學業
學測總級分
學測英文
英文學業
國文學業",0,"--
--
--
--
--",--,
04705,圖文傳播暨數位出版學系,11,11,"後標
--
--
--
--
均標
--","在校學業
學測總級分
學測國文
學測英文
學測數學",7,"34%
--
--
--
--",4,"14%
--
--
--
--"
04705,圖文傳播暨數位出版學系【外加】,1,8,"後標
--
--
--
--
均標
--","在校學業
學測總級分
學測國文
學測英文
學測數學",1,"17%
--
--
--
--",--,
04706,公共關係暨廣告學系,22,22,"--
--
--
--
--
均標
--","在校學業
學測國文
學測英文
國文學業
英文學業
學測社會
學測數學",19,"39%
--
--
--
--
--
--",3,"13%
--
--
--
--
--
--"
04706,公共關係暨廣告學系【外加】,1,8,"--
--
--
--
--
均標
--","在校學業
學測國文
學測英文
國文學業
英文學業
學測社會
學測數學",1,"37%
--
--
--
--
--
--",--,
04707,口語傳播學系,23,23,"均標
後標
--
--
--
--
--","在校學業
學測國文
學測英文
國文學業
英文學業
學測總級分",23,"24%
--
--
--
--
--",--,
04707,口語傳播學系【外加】,0,5,"均標
後標
--
--
--
--
--","在校學業
學測國文
學測英文
國文學業
英文學業
學測總級分",0,"--
--
--
--
--
--",--,
04708,資訊傳播學系,11,11,"均標
後標
--
--
--
--
--","在校學業
學測總級分
學測英文
學測國文
學測數學
學測自然
學測社會",11,"23%
52
--
--
--
--
--",--,
04708,資訊傳播學系【外加】,0,3,"均標
後標
--
--
--
--
--","在校學業
學測總級分
學測英文
學測國文
學測數學
學測自然
學測社會",0,"--
--
--
--
--
--
--",--,
04709,數位多媒體設計學系動畫設計組,5,5,"均標
均標
--
--
--
後標
--","在校學業
學測總級分
學測英文
學測國文
英文學業
國文學業
學測社會",5,"23%
--
--
--
--
--
--",--,
04710,數位多媒體設計學系遊戲設計組,4,4,"--
--
均標
--
--
後標
--","在校學業
學測數學
學測總級分
學測國文
學測英文
數學學業
國文學業",4,"28%
--
--
--
--
--
--",--,
04711,傳播管理學系,11,11,"--
--
--
--
--
均標
--","在校學業
學測總級分
學測數學
學測英文
學測國文
學測社會
學測自然",7,"41%
--
--
--
--
--
--",4,"21%
--
--
--
--
--
--"
04711,傳播管理學系【外加】,0,15,"--
--
--
--
--
均標
--","在校學業
學測總級分
學測數學
學測英文
學測國文
學測社會
學測自然",0,"--
--
--
--
--
--
--",--,
04712,資訊管理學系資訊管理組,3,3,"後標
後標
後標
--
--
--
--","在校學業
學測總級分
學測數學
學測國文
學測英文
國文學業
英文學業",3,"34%
40
--
--
--
--
--",--,
04713,資訊管理學系資訊科技組,2,2,"後標
後標
後標
--
--
--
--","在校學業
學測總級分
學測數學
學測國文
學測英文
國文學業
英文學業",2,"34%
--
--
--
--
--
--",--,
04714,資訊管理學系網路科技組,2,2,"後標
後標
後標
--
--
--
--","在校學業
學測總級分
學測數學
學測國文
學測英文
國文學業
英文學業",2,"36%
--
--
--
--
--
--",--,
04715,財務金融學系,13,13,"均標
--
--
--
--
--
--","在校學業
學測總級分
學測數學
學測英文
學測國文
數學學業
英文學業",13,"27%
43
--
--
--
--
--",--,
04716,行政管理學系,9,9,"均標
後標
--
--
--
--
--","在校學業
學測總級分
學測英文
學測國文
學測社會
學測數學
英文學業",9,"41%
--
--
--
--
--
--",--,
04716,行政管理學系【外加】,1,2,"均標
後標
--
--
--
--
--","在校學業
學測總級分
學測英文
學測國文
學測社會
學測數學
英文學業",1,"47%
--
--
--
--
--
--",--,
04717,觀光學系餐旅經營管理組,8,8,"均標
後標
後標
--
--
--
--","在校學業
學測總級分
英文學業
學測英文
學測數學
數學學業
學測國文",5,"42%
--
--
--
--
--
--",3,"19%
--
--
--
--
--
--"
04717,觀光學系餐旅經營管理組【外加】,0,3,"均標
後標
後標
--
--
--
--","在校學業
學測總級分
英文學業
學測英文
學測數學
數學學業
學測國文",0,"--
--
--
--
--
--
--",--,
04718,觀光學系旅遊暨休閒事業管理組,8,8,"均標
後標
後標
--
--
--
--","在校學業
學測總級分
英文學業
學測英文
學測數學
數學學業
學測國文",6,"44%
--
--
--
--
--
--",2,"18%
--
--
--
--
--
--"
04718,觀光學系旅遊暨休閒事業管理組【外加】,0,3,"均標
後標
後標
--
--
--
--","在校學業
學測總級分
英文學業
學測英文
學測數學
數學學業
學測國文",0,"--
--
--
--
--
--
--",--,
04719,觀光學系觀光規劃暨資源管理組,6,6,"均標
後標
後標
--
--
--
--","在校學業
學測總級分
數學學業
學測英文
學測數學
英文學業
學測國文",1,"12%
--
--
--
--
--
--",5,"31%
44
--
--
--
--
--"
04720,經濟學系,12,12,"均標
--
--
--
--
--
--","在校學業
學測總級分
學測數學
學測國文
學測英文
學測社會
學測自然",8,"48%
--
--
--
--
--
--",4,"24%
--
--
--
--
--
--"
04721,企業管理學系,10,10,"後標
後標
--
--
--
--
--","在校學業
學測總級分
學測英文
學測國文
學測數學",10,"33%
--
--
--
--",--,
04721,企業管理學系【外加】,0,3,"後標
後標
--
--
--
--
--","在校學業
學測總級分
學測英文
學測國文
學測數學",0,"--
--
--
--
--",--,
04722,社會心理學系,15,15,"均標
後標
後標
--
--
--
--","在校學業
學測國文
學測英文
學測數學
學測社會
公社學業
歷史學業",15,"29%
--
--
--
--
--
--",--,
04722,社會心理學系【外加】,1,1,"均標
後標
後標
--
--
--
--","在校學業
學測國文
學測英文
學測數學
學測社會
公社學業
歷史學業",1,"45%
--
--
--
--
--
--",--,
04723,英語學系,26,26,"--
均標
--
--
--
--
--","在校學業
學測英文
學測總級分
英文學業
學測國文
國文學業",26,"33%
--
--
--
--
--",--,
04724,中國文學系,5,5,"均標
後標
--
--
--
--
--","在校學業
學測國文
學測總級分
學測英文
國文學業
學測社會
學測數學",5,"36%
--
--
--
--
--
--",--,
04724,中國文學系【外加】,0,1,"均標
後標
--
--
--
--
--","在校學業
學測國文
學測總級分
學測英文
國文學業
學測社會
學測數學",0,"--
--
--
--
--
--
--",--,
04725,日本語文學系,12,12,"後標
後標
--
--
--
--
--","在校學業
學測國文
學測英文
學測總級分
學測社會
學測數學",12,"12%
--
--
--
--
--",--,
04725,日本語文學系【外加】,1,7,"後標
後標
--
--
--
--
--","在校學業
學測國文
學測英文
學測總級分
學測社會
學測數學",1,"23%
--
--
--
--
--",--,
04726,法律學系,8,8,"--
--
--
--
--
均標
--","在校學業
學測總級分
學測國文
學測英文
學測社會
學測數學
學測自然",8,"38%
--
--
--
--
--
--",--,
04726,法律學系【外加】,1,6,"--
--
--
--
--
均標
--","在校學業
學測總級分
學測國文
學測英文
學測社會
學測數學
學測自然",1,"43%
--
--
--
--
--
--",--,
