校系代碼,校系名稱,總錄取人數,招生名額,檢定標準,比序項目,第一輪錄取,第一輪比序,第二輪錄取,第二輪比序
01601,中國文學系,8,8,"頂標
前標
均標
前標
--
--
--","在校學業
學測國文
學測英文
學測社會
學測數學
學測總級分
國文學業",3,"11%
--
--
--
--
--
--",5,"7%
--
--
--
--
--
--"
01601,中國文學系【外加】,0,1,"頂標
前標
均標
前標
--
--
--","在校學業
學測國文
學測英文
學測社會
學測數學
學測總級分
國文學業",0,"--
--
--
--
--
--
--",--,
01602,英美語文學系,7,7,"頂標
頂標
--
頂標
--
--
--","在校學業
學測英文
學測國文
學測社會
學測總級分
英文學業
國文學業",6,"13%
--
--
--
--
--
--",1,"3%
15
--
--
--
--
--"
01602,英美語文學系【外加】,0,1,"頂標
頂標
--
頂標
--
--
--","在校學業
學測英文
學測國文
學測社會
學測總級分
英文學業
國文學業",0,"--
--
--
--
--
--
--",--,
01603,法國語文學系,7,7,"前標
頂標
--
前標
--
--
--","在校學業
學測英文
學測國文
學測社會
學測總級分
英文學業
國文學業",7,"5%
--
--
--
--
--
--",--,
01603,法國語文學系【外加】,0,1,"前標
頂標
--
前標
--
--
--","在校學業
學測英文
學測國文
學測社會
學測總級分
英文學業
國文學業",0,"--
--
--
--
--
--
--",--,
01604,企業管理學系,17,17,"前標
前標
前標
--
--
--
--","在校學業
學測英文
學測數學
學測國文
學測總級分
英文學業
數學學業",8,"19%
--
--
--
--
--
--",9,"6%
12
13
--
--
--
--"
01604,企業管理學系【外加】,0,1,"前標
前標
前標
--
--
--
--","在校學業
學測英文
學測數學
學測國文
學測總級分
英文學業
數學學業",0,"--
--
--
--
--
--
--",--,
01605,經濟學系,12,12,"均標
均標
前標
--
--
前標
--","在校學業
學測數學
學測英文
學測總級分
數學學業
英文學業
學測國文",10,"6%
--
--
--
--
--
--",2,"3%
--
--
--
--
--
--"
01605,經濟學系【外加】,0,1,"均標
均標
前標
--
--
前標
--","在校學業
學測數學
學測英文
學測總級分
數學學業
英文學業
學測國文",0,"--
--
--
--
--
--
--",--,
01606,財務金融學系,10,10,"前標
前標
前標
--
--
前標
--","在校學業
學測數學
數學學業
學測英文
英文學業
學測國文
國文學業",10,"4%
11
--
--
--
--
--",--,
01606,財務金融學系【外加】,0,1,"前標
前標
前標
--
--
前標
--","在校學業
學測數學
數學學業
學測英文
英文學業
學測國文
國文學業",0,"--
--
--
--
--
--
--",--,
01607,客家語文暨社會科學學系,2,2,"前標
均標
--
前標
--
--
--","在校學業
學測國文
學測社會
學測總級分
學測英文
國文學業
英文學業",2,"4%
--
--
--
--
--
--",--,
01607,客家語文暨社會科學學系【外加】,0,1,"前標
均標
--
前標
--
--
--","在校學業
學測國文
學測社會
學測總級分
學測英文
國文學業
英文學業",0,"--
--
--
--
--
--
--",--,
01608,數學系,12,12,"均標
均標
頂標
--
前標
--
--","在校學業
學測數學
學測自然
學測英文
數學學業
學測總級分
英文學業",5,"12%
--
--
--
--
--
--",7,"6%
15
--
--
--
--
--"
01608,數學系【外加】,0,1,"均標
均標
頂標
--
前標
--
--","在校學業
學測數學
學測自然
學測英文
數學學業
學測總級分
英文學業",0,"--
--
--
--
--
--
--",--,
01609,物理學系,5,8,"均標
前標
頂標
後標
頂標
--
--","在校學業
物理學業
學測自然
數學學業
學測數學
英文學業
學測英文",1,"8%
--
--
--
--
--
--",4,"6%
--
--
--
--
--
--"
01609,物理學系【外加】,0,1,"均標
前標
頂標
後標
頂標
--
--","在校學業
物理學業
學測自然
數學學業
學測數學
英文學業
學測英文",0,"--
--
--
--
--
--
--",--,
01610,化學學系,9,9,"均標
前標
前標
--
前標
--
--","在校學業
學測自然
學測數學
學測英文
學測國文
學測總級分
數學學業",9,"10%
--
--
--
--
--
--",--,
01610,化學學系【外加】,0,1,"均標
前標
前標
--
前標
--
--","在校學業
學測自然
學測數學
學測英文
學測國文
學測總級分
數學學業",0,"--
--
--
--
--
--
--",--,
01611,光電科學與工程學系,7,7,"均標
前標
前標
--
前標
--
--","在校學業
學測數學
學測自然
學測英文
數學學業
物理學業
英文學業",7,"6%
12
--
--
--
--
--",--,
01611,光電科學與工程學系【外加】,0,2,"均標
前標
前標
--
前標
--
--","在校學業
學測數學
學測自然
學測英文
數學學業
物理學業
英文學業",0,"--
--
--
--
--
--
--",--,
01612,土木工程學系,17,17,"--
均標
均標
--
均標
前標
--","在校學業
學測數學
學測自然
學測英文
學測國文
學測總級分
數學學業",17,"8%
--
--
--
--
--
--",--,
01612,土木工程學系【外加】,0,1,"--
均標
均標
--
均標
前標
--","在校學業
學測數學
學測自然
學測英文
學測國文
學測總級分
數學學業",0,"--
--
--
--
--
--
--",--,
01613,機械工程學系光機電工程組,10,10,"均標
均標
前標
均標
前標
--
--","在校學業
學測數學
學測自然
學測英文
學測國文
學測社會
學測總級分",10,"3%
--
--
--
--
--
--",--,
01613,機械工程學系光機電工程組【外加】,0,1,"均標
均標
前標
均標
前標
--
--","在校學業
學測數學
學測自然
學測英文
學測國文
學測社會
學測總級分",0,"--
--
--
--
--
--
--",--,
01614,機械工程學系先進材料與精密製造組,10,10,"均標
均標
前標
均標
前標
--
--","在校學業
學測數學
學測自然
學測英文
學測國文
學測社會
學測總級分",10,"3%
--
--
--
--
--
--",--,
01614,機械工程學系先進材料與精密製造組【外加】,0,1,"均標
均標
前標
均標
前標
--
--","在校學業
學測數學
學測自然
學測英文
學測國文
學測社會
學測總級分",0,"--
--
--
--
--
--
--",--,
01615,機械工程學系設計與分析組,10,10,"均標
均標
前標
均標
前標
--
--","在校學業
學測數學
學測自然
學測英文
學測國文
學測社會
學測總級分",10,"4%
10
15
--
--
--
--",--,
01615,機械工程學系設計與分析組【外加】,0,1,"均標
均標
前標
均標
前標
--
--","在校學業
學測數學
學測自然
學測英文
學測國文
學測社會
學測總級分",0,"--
--
--
--
--
--
--",--,
01616,化學工程與材料工程學系,8,9,"前標
前標
頂標
均標
前標
--
--","在校學業
學測數學
學測英文
學測自然
學測國文
數學學業
化學學業",3,"15%
--
--
--
--
--
--",5,"15%
--
--
--
--
--
--"
01616,化學工程與材料工程學系【外加】,0,1,"前標
前標
頂標
均標
前標
--
--","在校學業
學測數學
學測英文
學測自然
學測國文
數學學業
化學學業",0,"--
--
--
--
--
--
--",--,
01617,資訊管理學系,16,16,"前標
前標
前標
--
均標
前標
--","在校學業
學測總級分
學測數學
學測英文
學測國文
數學學業
學測自然",7,"19%
--
--
--
--
--
--",9,"13%
--
--
--
--
--
--"
01617,資訊管理學系【外加】,0,1,"前標
前標
前標
--
均標
前標
--","在校學業
學測總級分
學測數學
學測英文
學測國文
數學學業
學測自然",0,"--
--
--
--
--
--
--",--,
01618,電機工程學系,16,16,"均標
前標
頂標
均標
前標
--
--","在校學業
學測數學
學測自然
學測英文
學測國文
數學學業
學測社會",16,"5%
--
--
--
--
--
--",--,
01618,電機工程學系【外加】,0,1,"均標
前標
頂標
均標
前標
--
--","在校學業
學測數學
學測自然
學測英文
學測國文
數學學業
學測社會",0,"--
--
--
--
--
--
--",--,
01619,資訊工程學系,31,31,"均標
前標
前標
--
前標
前標
--","在校學業
學測總級分
學測數學
學測英文
學測自然
數學學業
英文學業",31,"11%
--
--
--
--
--
--",--,
01619,資訊工程學系【外加】,0,1,"均標
前標
前標
--
前標
前標
--","在校學業
學測總級分
學測數學
學測英文
學測自然
數學學業
英文學業",0,"--
--
--
--
--
--
--",--,
01620,通訊工程學系,12,12,"均標
前標
前標
--
前標
前標
--","在校學業
學測數學
數學學業
物理學業
學測自然
學測英文
學測國文",10,"15%
--
--
--
--
--
--",2,"5%
10
3%
--
--
--
--"
01620,通訊工程學系【外加】,0,1,"均標
前標
前標
--
前標
前標
--","在校學業
學測數學
數學學業
物理學業
學測自然
學測英文
學測國文",0,"--
--
--
--
--
--
--",--,
01621,大氣科學學系大氣組,4,4,"均標
均標
前標
--
前標
--
--","在校學業
學測數學
學測自然
學測英文
學測總級分
數學學業
物理學業",4,"3%
--
--
--
--
--
--",--,
01621,大氣科學學系大氣組【外加】,0,1,"均標
均標
前標
--
前標
--
--","在校學業
學測數學
學測自然
學測英文
學測總級分
數學學業
物理學業",0,"--
--
--
--
--
--
--",--,
01622,大氣科學學系太空組,4,4,"均標
均標
前標
--
前標
--
--","在校學業
學測數學
學測自然
學測英文
學測總級分
數學學業
物理學業",4,"6%
13
--
--
--
--
--",--,
01622,大氣科學學系太空組【外加】,0,1,"均標
均標
前標
--
前標
--
--","在校學業
學測數學
學測自然
學測英文
學測總級分
數學學業
物理學業",0,"--
--
--
--
--
--
--",--,
01623,地球科學學系,8,9,"均標
前標
前標
--
前標
--
--","在校學業
學測自然
學測數學
學測英文
學測總級分
物理學業
地科學業",3,"15%
--
--
--
--
--
--",5,"17%
--
--
--
--
--
--"
01623,地球科學學系【外加】,0,1,"均標
前標
前標
--
前標
--
--","在校學業
學測自然
學測數學
學測英文
學測總級分
物理學業
地科學業",0,"--
--
--
--
--
--
--",--,
01624,理學院學士班,10,10,"均標
均標
前標
--
前標
--
--","在校學業
物理學業
學測自然
數學學業
學測數學
英文學業
學測英文",10,"5%
--
--
--
--
--
--",--,
01624,理學院學士班【外加】,0,1,"均標
均標
前標
--
前標
--
--","在校學業
物理學業
學測自然
數學學業
學測數學
英文學業
學測英文",0,"--
--
--
--
--
--
--",--,
01625,生醫科學與工程學系,3,3,"--
前標
--
--
前標
--
--","在校學業
學測總級分
學測自然
學測英文
學測數學
學測國文
學測社會",3,"2%
68
--
--
--
--
--",--,
01625,生醫科學與工程學系【外加】,1,1,"--
前標
--
--
前標
--
--","在校學業
學測總級分
學測自然
學測英文
學測數學
學測國文
學測社會",1,"9%
--
--
--
--
--
--",--,
01626,生命科學系,10,10,"--
前標
前標
--
前標
--
--","在校學業
學測總級分
學測自然
學測英文
學測數學
生物學業
化學學業",7,"14%
--
--
--
--
--
--",3,"6%
--
--
--
--
--
--"
01626,生命科學系【外加】,0,1,"--
前標
前標
--
前標
--
--","在校學業
學測總級分
學測自然
學測英文
學測數學
生物學業
化學學業",0,"--
--
--
--
--
--
--",--,
