校系代碼,校系名稱,總錄取人數,招生名額,檢定標準,比序項目,第一輪錄取,第一輪比序,第二輪錄取,第二輪比序
03801,教育學系,3,3,"均標
後標
後標
--
--
--
--","在校學業
學測國文
學測英文
學測數學",3,"11%
--
--
--",--,
03802,文化資源與休閒產業學系,10,10,"均標
後標
--
--
--
後標
C級","在校學業
學測總級分
學測國文
學測英文",10,"24%
--
--
--",--,
03803,幼兒教育學系,6,6,"均標
後標
後標
--
--
--
--","在校學業
學測總級分
學測國文
學測英文
學測數學",6,"31%
--
--
--
--",--,
03803,幼兒教育學系【外加】,1,2,"均標
後標
後標
--
--
--
--","在校學業
學測總級分
學測國文
學測英文
學測數學",1,"38%
--
--
--
--",--,
03804,特殊教育學系,8,8,"均標
後標
後標
--
--
--
C級","在校學業
學測總級分
學測國文
學測英文
學測數學",8,"28%
--
--
--
--",--,
03805,數位媒體與文教產業學系,4,4,"均標
後標
後標
--
--
--
--","在校學業
學測國文
學測英文
學測數學",4,"28%
--
--
--",--,
03806,英美語文學系,8,8,"--
均標
--
--
--
後標
B級","在校學業
英文學業",8,"21%
--",--,
03806,英美語文學系【外加】,1,2,"--
均標
--
--
--
後標
B級","在校學業
英文學業",1,"41%
--",--,
03807,華語文學系,8,8,"均標
--
--
--
--
底標
--","在校學業
學測國文
學測英文
國文學業",8,"19%
11
--
--",--,
03807,華語文學系【外加】,1,1,"均標
--
--
--
--
底標
--","在校學業
學測國文
學測英文
國文學業",1,"18%
--
--
--",--,
03808,公共與文化事務學系,7,7,"--
--
--
均標
--
--
--","在校學業
學測社會
學測國文",7,"15%
12
--",--,
03809,資訊管理學系,8,8,"--
--
--
--
--
後標
--","在校學業
學測英文
學測數學
學測國文",8,"19%
--
--
--",--,
03810,應用數學系,14,14,"--
--
後標
--
--
--
--","在校學業
學測數學
學測總級分",14,"48%
9
--",--,
03811,應用科學系化學及奈米科學組,14,14,"--
--
--
--
後標
後標
--","在校學業
學測自然
學測總級分
學測數學",14,"49%
--
--
--",--,
03812,應用科學系應用物理組,14,14,"--
--
--
--
後標
後標
--","在校學業
學測自然
學測總級分
學測數學",9,"49%
--
--
--",5,"28%
--
--
--"
03813,資訊工程學系,20,20,"--
--
底標
--
--
底標
--","在校學業
學測數學
學測英文
學測自然
學測國文
學測總級分",20,"25%
8
--
--
--
--",--,
03813,資訊工程學系【外加】,1,2,"--
--
底標
--
--
底標
--","在校學業
學測數學
學測英文
學測自然
學測國文
學測總級分",1,"35%
--
--
--
--
--",--,
03814,綠色與資訊科技學士學位學程,10,10,"--
--
--
--
後標
--
--","在校學業
學測自然
學測總級分",10,"35%
--
--",--,
03815,身心整合與運動休閒產業學系,7,7,"後標
後標
--
--
--
--
C級","在校學業
學測總級分
學測國文
學測英文",7,"24%
--
--
--",--,
03815,身心整合與運動休閒產業學系【外加】,0,1,"後標
後標
--
--
--
--
C級","在校學業
學測總級分
學測國文
學測英文",0,"--
--
--
--",--,
03816,生命科學系,12,12,"--
--
--
--
均標
後標
--","在校學業
學測自然
學測總級分",10,"49%
--
--",2,"26%
--
--"
03816,生命科學系【外加】,0,2,"--
--
--
--
均標
後標
--","在校學業
學測自然
學測總級分",0,"--
--
--",--,
03817,音樂學系,1,1,"--
--
--
--
--
底標
--","在校學業
音樂學業",1,"30%
--",--,
03817,音樂學系【外加】,0,1,"--
--
--
--
--
底標
--","在校學業
音樂學業",0,"--
--",--,
03818,美術產業學系,4,4,"後標
後標
--
--
--
--
--","在校學業
術科素描
學測總級分
學測國文
學測英文
美術學業",4,"49%
--
--
--
--
--",--,
03818,美術產業學系【外加】,0,2,"後標
後標
--
--
--
--
--","在校學業
術科素描
學測總級分
學測國文
學測英文
美術學業",0,"--
--
--
--
--
--",--,
03819,體育學系,5,5,"--
--
--
--
--
後標
--","在校學業
學測總級分
學測國文
學測英文
學測數學
學測社會
學測自然",5,"6%
43
--
--
--
--
--",--,
