校系代碼,校系名稱,總錄取人數,招生名額,檢定標準,比序項目,第一輪錄取,第一輪比序,第二輪錄取,第二輪比序
01901,事業經營學系,16,16,"--
後標
--
--
--
--
--","在校學業
學測英文
學測數學
學測國文
學測社會
英文學業
數學學業",16,"49%
--
--
--
--
--
--",--,
01901,事業經營學系【外加】,0,1,"--
後標
--
--
--
--
--","在校學業
學測英文
學測數學
學測國文
學測社會
英文學業
數學學業",0,"--
--
--
--
--
--
--",--,
01902,資訊經營學系,8,8,"後標
底標
底標
--
--
--
--","在校學業
學測國英數
學測國文
學測英文
學測數學
國文學業
英文學業",8,"37%
--
--
--
--
--
--",--,
01903,媒體設計學系互動媒體設計組,7,7,"--
後標
--
--
--
--
--","在校學業
學測英文
學測數學
學測國文
英文學業
數學學業
國文學業",7,"50%
--
--
--
--
--
--",--,
01904,媒體設計學系數位遊戲設計組,8,8,"--
--
後標
--
--
--
--","在校學業
學測數學
學測英文
學測國文
英文學業
數學學業
國文學業",6,"49%
--
--
--
--
--
--",2,"15%
--
--
--
--
--
--"
01904,媒體設計學系數位遊戲設計組【外加】,0,5,"--
--
後標
--
--
--
--","在校學業
學測數學
學測英文
學測國文
英文學業
數學學業
國文學業",0,"--
--
--
--
--
--
--",--,
01905,應用外語學系,8,8,"--
均標
--
--
--
--
--","在校學業
學測國英社
學測英文
學測國文
英文學業
國文學業
學測社會",7,"37%
--
--
--
--
--
--",1,"15%
--
--
--
--
--
--"
01905,應用外語學系【外加】,0,5,"--
均標
--
--
--
--
--","在校學業
學測國英社
學測英文
學測國文
英文學業
國文學業
學測社會",0,"--
--
--
--
--
--
--",--,
01906,電機工程學系,17,17,"--
後標
均標
--
--
--
--","在校學業
學測數學
學測英文
學測自然
數學學業
英文學業
國文學業",17,"42%
--
--
--
--
--
--",--,
01906,電機工程學系【外加】,0,1,"--
後標
均標
--
--
--
--","在校學業
學測數學
學測英文
學測自然
數學學業
英文學業
國文學業",0,"--
--
--
--
--
--
--",--,
01907,工業設計學系,13,13,"--
後標
--
--
--
--
--","在校學業
學測國英數
學測英文
學測國文
學測數學
英文學業
國文學業",13,"42%
--
--
--
--
--
--",--,
01907,工業設計學系【外加】,0,2,"--
後標
--
--
--
--
--","在校學業
學測國英數
學測英文
學測國文
學測數學
英文學業
國文學業",0,"--
--
--
--
--
--
--",--,
01908,資訊工程學系,18,18,"後標
後標
後標
--
--
--
--","在校學業
學測數學
學測英文
學測國文
數學學業
英文學業
國文學業",18,"41%
--
--
--
--
--
--",--,
01908,資訊工程學系【外加】,0,1,"後標
後標
後標
--
--
--
--","在校學業
學測數學
學測英文
學測國文
數學學業
英文學業
國文學業",0,"--
--
--
--
--
--
--",--,
01909,工程學院學士班,6,6,"--
後標
--
--
--
--
--","在校學業
學測自然
數學學業
英文學業
物理學業
化學學業
國文學業",4,"50%
--
--
--
--
--
--",2,"21%
--
--
--
--
--
--"
01910,機械與材料工程學系,19,19,"--
後標
--
--
--
--
--","在校學業
學測自然
學測英文
學測數學
學測國文
物理學業
化學學業",16,"48%
--
--
--
--
--
--",3,"26%
--
--
--
--
--
--"
01911,化學工程與生物科技學系,16,16,"--
後標
--
--
--
--
--","在校學業
學測自然
學測英文
學測國文
學測數學
生物學業
化學學業",16,"44%
--
--
--
--
--
--",--,
01911,化學工程與生物科技學系【外加】,0,1,"--
後標
--
--
--
--
--","在校學業
學測自然
學測英文
學測國文
學測數學
生物學業
化學學業",0,"--
--
--
--
--
--
--",--,
