校系代碼,校系名稱,總錄取人數,招生名額,檢定標準,比序項目,第一輪錄取,第一輪比序,第二輪錄取,第二輪比序
00901,中國文學系,12,12,"均標
--
--
--
--
--
--","在校學業
學測國文
國文學業
歷史學業
地理學業
公社學業
英文學業",8,"46%
--
--
--
--
--
--",4,"22%
--
--
--
--
--
--"
00901,中國文學系【外加】,0,1,"均標
--
--
--
--
--
--","在校學業
學測國文
國文學業
歷史學業
地理學業
公社學業
英文學業",0,"--
--
--
--
--
--
--",--,
00902,外國語文學系,7,7,"--
均標
--
--
--
--
--","在校學業
學測英文
英文學業
學測國文
國文學業
學測社會
歷史學業",7,"13%
--
--
--
--
--
--",--,
00902,外國語文學系【外加】,1,1,"--
均標
--
--
--
--
--","在校學業
學測英文
英文學業
學測國文
國文學業
學測社會
歷史學業",1,"24%
--
--
--
--
--
--",--,
00903,歷史學系,7,7,"--
--
--
均標
--
--
--","在校學業
歷史學業
學測社會
地理學業
公社學業
學測國文
學測英文",5,"47%
--
--
--
--
--
--",2,"14%
--
--
--
--
--
--"
00904,日本語言文化學系,13,13,"--
均標
--
--
--
--
--","在校學業
學測英文
學測國文
學測國英
英文學業
國文學業
歷史學業",10,"41%
--
--
--
--
--
--",3,"16%
--
--
--
--
--
--"
00905,哲學系,3,3,"均標
--
--
--
--
--
--","在校學業
學測國文
英文學業
國文學業
學測英文
學測數學
學測社會",1,"36%
--
--
--
--
--
--",2,"24%
--
--
--
--
--
--"
00905,哲學系【外加】,0,1,"均標
--
--
--
--
--
--","在校學業
學測國文
英文學業
國文學業
學測英文
學測數學
學測社會",0,"--
--
--
--
--
--
--",--,
00906,"工業工程與經營資訊學系(智慧經營與管
理組甲組)",3,3,"--
均標
--
--
--
--
--","在校學業
學測英文
英文學業
學測數學
數學學業
學測國文
國文學業",1,"14%
--
--
--
--
--
--",2,"17%
--
--
--
--
--
--"
00907,企業管理學系,30,30,"--
均標
後標
--
--
--
--","在校學業
學測國英數
學測英文
學測數學
英文學業
數學學業
學測國文",8,"46%
--
--
--
--
--
--",22,"27%
29
--
--
--
--
--"
00908,國際經營與貿易學系,18,18,"--
均標
--
--
--
--
--","在校學業
學測英文
學測國英數
學測數學
學測國文
英文學業
數學學業",18,"33%
--
--
--
--
--
--",--,
00908,國際經營與貿易學系【外加】,0,2,"--
均標
--
--
--
--
--","在校學業
學測英文
學測國英數
學測數學
學測國文
英文學業
數學學業",0,"--
--
--
--
--
--
--",--,
00909,會計學系,15,15,"--
均標
--
--
--
--
--","在校學業
學測英文
學測國文
學測數學
公社學業
英文學業
國文學業",15,"14%
--
--
--
--
--
--",--,
00910,財務金融學系,16,16,"--
均標
後標
--
--
--
--","在校學業
學測英文
學測數學
學測英數
英文學業
數學學業
國文學業",16,"21%
--
--
--
--
--
--",--,
00910,財務金融學系【外加】,0,1,"--
均標
後標
--
--
--
--","在校學業
學測英文
學測數學
學測英數
英文學業
數學學業
國文學業",0,"--
--
--
--
--
--
--",--,
00911,統計學系(決策管理組),10,10,"--
--
均標
--
--
--
--","在校學業
學測數學
數學學業
學測國文
國文學業
學測英文
英文學業",5,"31%
--
--
--
--
--
--",5,"21%
--
--
--
--
--
--"
00911,統計學系(決策管理組)【外加】,0,1,"--
--
均標
--
--
--
--","在校學業
學測數學
數學學業
學測國文
國文學業
學測英文
英文學業",0,"--
--
--
--
--
--
--",--,
00912,資訊管理學系(物聯網與大數據應用組),5,5,"--
--
後標
--
--
--
--","在校學業
學測數學
學測英文
學測英數
數學學業
英文學業
國文學業",5,"17%
--
--
--
--
--
--",--,
00912,"資訊管理學系(物聯網與大數據應用組)【
外加】",0,1,"--
--
後標
--
--
--
--","在校學業
學測數學
學測英文
學測英數
數學學業
英文學業
國文學業",0,"--
--
--
--
--
--
--",--,
00913,"資訊管理學系(數位行銷與電子商務應用
組)",4,4,"--
--
後標
--
--
--
--","在校學業
學測英文
學測數學
學測英數
英文學業
數學學業
國文學業",4,"17%
13
--
--
--
--
--",--,
00913,"資訊管理學系(數位行銷與電子商務應用
組)【外加】",0,1,"--
--
後標
--
--
--
--","在校學業
學測英文
學測數學
學測英數
英文學業
數學學業
國文學業",0,"--
--
--
--
--
--
--",--,
00914,經濟學系一般經濟組,13,13,"--
--
均標
--
--
--
--","在校學業
學測數學
學測英文
學測國文
數學學業
英文學業
國文學業",6,"35%
--
--
--
--
--
--",7,"19%
--
--
--
--
--
--"
00915,經濟學系產業經濟組,11,11,"--
--
均標
--
--
--
--","在校學業
學測數學
學測英文
學測國文
數學學業
英文學業
國文學業",6,"39%
--
--
--
--
--
--",5,"24%
--
--
--
--
--
--"
00916,政治學系政治理論組,8,8,"--
--
--
均標
--
--
--","在校學業
學測社會
學測英文
學測國文
英文學業
公社學業
學測國英社",6,"26%
--
--
--
--
--
--",2,"11%
--
--
--
--
--
--"
00917,政治學系國際關係組,10,10,"--
均標
--
--
--
--
--","在校學業
學測英文
學測社會
英文學業
公社學業
學測國文
學測國英社",6,"30%
--
--
--
--
--
--",4,"14%
--
--
--
--
--
--"
00918,行政管理暨政策學系,12,12,"--
--
--
均標
--
--
--","在校學業
學測社會
學測國文
學測國社
公社學業
國文學業
學測英文",12,"17%
--
--
--
--
--
--",--,
00918,行政管理暨政策學系【外加】,1,2,"--
--
--
均標
--
--
--","在校學業
學測社會
學測國文
學測國社
公社學業
國文學業
學測英文",0,"--
--
--
--
--
--
--",1,"50%
--
--
--
--
--
--"
00919,社會學系,14,14,"--
--
--
均標
--
--
--","在校學業
學測國文
國文學業
學測英文
英文學業
學測社會
公社學業",10,"46%
--
--
--
--
--
--",4,"16%
--
--
--
--
--
--"
00920,社會工作學系,12,12,"--
--
--
均標
--
--
--","在校學業
學測國文
學測社會
學測英文
學測國英社
國文學業
英文學業",12,"20%
10
14
--
--
--
--",--,
00921,餐旅管理學系,7,7,"--
後標
--
--
--
--
--","在校學業
學測英文
學測國文
學測數學
英文學業
國文學業
數學學業",6,"32%
--
--
--
--
--
--",1,"8%
--
--
--
--
--
--"
00921,餐旅管理學系【外加】,0,1,"--
後標
--
--
--
--
--","在校學業
學測英文
學測國文
學測數學
英文學業
國文學業
數學學業",0,"--
--
--
--
--
--
--",--,
00922,法律學系,10,10,"均標
均標
--
--
--
--
--","在校學業
學測國文
學測英文
學測國英
國文學業
英文學業
數學學業",10,"7%
13
--
--
--
--
--",--,
00922,法律學系【外加】,0,5,"均標
均標
--
--
--
--
--","在校學業
學測國文
學測英文
學測國英
國文學業
英文學業
數學學業",0,"--
--
--
--
--
--
--",--,
00923,國際學院國際經營管理學位學程,7,7,"--
均標
--
--
--
--
--","在校學業
學測英文
英文學業
數學學業
國文學業
學測國文
學測數學",5,"45%
--
--
--
--
--
--",2,"19%
--
--
--
--
--
--"
00924,應用物理學系,12,12,"--
--
後標
--
--
--
--","在校學業
學測數學
學測英文
學測自然
數學學業
物理學業
英文學業",1,"10%
--
--
--
--
--
--",11,"31%
5
7
--
--
--
--"
00924,應用物理學系【外加】,0,1,"--
--
後標
--
--
--
--","在校學業
學測數學
學測英文
學測自然
數學學業
物理學業
英文學業",0,"--
--
--
--
--
--
--",--,
00925,化學系化學組,13,13,"--
後標
後標
--
後標
--
--","在校學業
學測自然
學測英文
學測數學
化學學業
英文學業
數學學業",6,"36%
--
--
--
--
--
--",7,"22%
7
9
--
--
--
--"
