校系代碼,校系名稱,總錄取人數,招生名額,檢定標準,比序項目,第一輪錄取,第一輪比序,第二輪錄取,第二輪比序
04301,資訊工程學系資訊應用組,0,7,"--
--
--
--
底標
--
--","在校學業
資訊科技學業
學測國英社
學測國文
學測英文
學測社會
國語文學業",0,"--
--
--
--
--
--
--",--,
04301,資訊工程學系資訊應用組【外加】,0,1,"--
--
--
--
底標
--
--","在校學業
資訊科技學業
學測國英社
學測國文
學測英文
學測社會
國語文學業",0,"--
--
--
--
--
--
--",--,
04302,"光電與材料工程學系（人工智慧應用組
）",2,2,"--
--
--
--
底標
--
--","在校學業
學測社會
學測國文
學測英文
國語文學業
英語文學業
數學學業",0,"--
--
--
--
--
--
--",2,"49%
--
--
--
--
--
--"
04302,"光電與材料工程學系（人工智慧應用組
）【外加】",0,1,"--
--
--
--
底標
--
--","在校學業
學測社會
學測國文
學測英文
國語文學業
英語文學業
數學學業",0,"--
--
--
--
--
--
--",--,
04303,工業管理學系（乙組）,1,1,"底標
--
--
--
--
--
--","在校學業
學測國文
學測英文
學測社會
地理學業
歷史學業
公社學業",1,"34%
--
--
--
--
--
--",--,
04303,工業管理學系（乙組）【外加】,0,2,"底標
--
--
--
--
--
--","在校學業
學測國文
學測英文
學測社會
地理學業
歷史學業
公社學業",0,"--
--
--
--
--
--
--",--,
04304,資訊管理學系（資訊系統設計組）,0,3,"--
底標
--
--
--
--
--","在校學業
學測國文
學測英文
學測社會
數學學業
英語文學業
國語文學業",0,"--
--
--
--
--
--
--",--,
04304,"資訊管理學系（資訊系統設計組）【外
加】",0,1,"--
底標
--
--
--
--
--","在校學業
學測國文
學測英文
學測社會
數學學業
英語文學業
國語文學業",0,"--
--
--
--
--
--
--",--,
04305,資訊管理學系（資訊管理應用組）,3,3,"底標
--
--
--
--
--
--","在校學業
學測國文
學測英文
學測社會
數學學業
英語文學業
國語文學業",2,"41%
--
--
--
--
--
--",1,"46%
--
--
--
--
--
--"
04305,"資訊管理學系（資訊管理應用組）【外
加】",0,1,"底標
--
--
--
--
--
--","在校學業
學測國文
學測英文
學測社會
數學學業
英語文學業
國語文學業",0,"--
--
--
--
--
--
--",--,
